gvkey,fyear,conm,cik,ein
33845,2018,OPUS SMALL CAP VALE PLUS ETF,NA,
33846,2018,FLEXSHARE HG YLD VLU SRD-ETF,NA,
33850,2016,OPERA LTD -ADR,1737450,
33852,2016,AURORA MOBILE -ADR,1737339,
33855,2016,ARIDIS PHARMACEUTICALS,1614067,47-2641188
33856,2018,IMPACT SHARE NCP MTY EMP ETF,NA,
33858,2017,DARKPULSE INC,866439,87-0472109
33859,2016,CANGO INC -ADR,1725123,
33861,2016,PINDUODUO INC -ADR,1737806,
33868,2017,SPARTAN ENRGY ACQST CRP,1720990,82-3100340
33869,2017,MEGALITH FNCL ACQS CORP,1725872,82-3410369
33881,2018,PACER CFRA STVL EQL WGT ETF,NA,
33882,2017,TERVITA CORP,NA,
33883,2018,FIRST TRUST LNT U.S. FCR ETF,NA,
33886,2018,INNOVATOR LOUP FNTR TECH ETF,NA,
33911,2016,INTERNATIONAL MONEY EXPR INC,1683695,47-4219082
33913,2016,ENDAVA PLC -ADR,1656081,
33931,2018,TKK SYMPHONY ACQ CORP,1738758,
33932,2018,CI FIRST ASET EN GOV BND ETF,NA,
33933,2018,GLOBAL X TARGETINCOME 5 ETF,NA,
33934,2018,GLOBAL X TRGTNCME PLUS 2 ETF,NA,
33945,2018,DEFIANCE FUTURE TECH ETF,NA,
33946,2018,HORIZONS ACV EMG MKT BND ETF,NA,
33948,2017,GALAXY DIGITAL HOLDINGS LTD,1405064,
33949,2018,HORIZONS BALANCED TRI ETF,NA,
33950,2018,HORIZONS CONSERVATIV TRI ETF,NA,
33951,2013,FRONTDOOR INC,1727263,82-3871179
33955,2013,ELANCO ANIMAL HLTH INC,1739104,82-5497352
33956,2018,WISDOMTREE JPN EQTY INDX ETF,NA,
33957,2018,WISDOMTRE ICBCS SP CHA ETF,NA,
33958,2018,FORUM MERGER II CORP,1741231,82-5457906
33962,2013,MESA AIR GROUP,810332,85-0302351
33971,2016,RATTLER MDSTRM PRTNRS LP,1748773,83-1404608
33972,2018,INNOVATOR SP 500 PWR BFY ETF,NA,
33973,2018,INNOVATOR SP 500 UTR BFR ETF,NA,
33974,2018,APTUS DEFINED RISK ETF,NA,
33975,2018,JP MORGAN BTA BLDR DVP ETF,NA,
33976,2018,J.P. MORGAN BTBLR CANADA ETF,NA,
33979,2013,RIVIERA RESOURCES INC,1737204,82-5121920
33980,2018,LONGEVITY ACQUISITION,1743858,
33981,2018,INVESCO EXH-TD FD TR EG MT,NA,
33982,2018,INVESCO INTL ULT DIV RV,NA,
33983,2018,INVESCO BTR 2026 HGH YLD ETF,NA,
33984,2018,INVESCO BULTSHR 2028 CRP ETF,NA,
33989,2016,MAXQ AI LTD -REDH,1728416,
33990,2018,EMERGING MARKETS MLTIFCT ETF,NA,
33991,2018,INTERNATIONAL MULTFACTR ETF,NA,
33995,NA,LUCKYSTRIKE RESOURCES,NA,
33996,2017,GORES HOLDINGS III INC,1720821,82-3173473
33997,2017,ETON PHARMACEUTICALS,1710340,37-1858472
33998,2016,LIQUID MEDIA GROUP LTD,884247,
33999,2016,AMERANT BANCORP INC,1734342,65-0032379
34003,2016,MDJM LTD,1741534,
34005,2018,PERTH MINT PHYSICAL GOLD ETF,NA,
34006,2018,LONCAR CHINA BIOPHARMA ETF,NA,
34010,2014,COMSTOCK RESOURCES INC,23194,94-1667468
34015,2016,PRINCIPIA BIOPHARMA,1510487,26-3487603
34016,2016,ENTASIS THRPTCS HLDNG,1724344,82-4592913
34023,2018,TENZING ACQUISITION,1742927,98-1429284
34029,2015,FARFETCH LTD,1740915,
34030,2017,HF FOODS GROUP INC,1680873,81-2717873
34034,2014,FALCON MINERALS CORP,1703785,82-0820780
34038,2016,CHINA XIANGTAI FOOD CO LTD,1735556,
34039,2016,ARCO PLATFORM LTD,1740594,
34040,2018,YWCA WOMENS EMPOWERMENT ETF,NA,
34042,2014,BROOKFIELD PROPERTY REIT,1496048,27-2963337
34048,2016,LIVENT CORP,1742924,82-4699376
34049,2018,VANGUARD FTSE DEV EX NA ETF,NA,
34050,2018,GLOBAL X ADAPT US FACTOR ETF,NA,
34051,2014,GARRETT MOTION INC,1735707,82-4873189
34053,2013,RESIDEO TECHNOLOGIES,1740332,82-5318796
34054,2016,X FINANCIAL -ADR,1725033,
34055,2015,KLX ENERGY SERVS HLDNG,1738827,36-4904146
34056,2018,INNOVATOR S&P 500 ETF JULY,NA,
34057,2013,WESTAR ENERGY INC,54507,48-0290150
34064,2016,SYSOREX INC,1737372,68-0319458
34065,2016,SUTRO BIOPHARMA INC,1382101,47-0926186
34066,2016,111 INC -ADR,1738906,
34067,2016,NIO INC -ADR,1736541,
34068,2016,VIOMI TECHNOLOGY -ADR,1742770,
34069,2018,KRANESHARES EM HC IDX ETF,NA,
34074,2016,QUTOUTIAO INC -ADR,1733298,
34076,2016,EVENTBRITE INC,1475115,14-1888467
34077,2016,ARVINAS INC,1655759,47-2566120
34078,2016,INMUNE BIO INC,1711754,47-5205835
34079,2016,FUQIN FINTECH LTD -REDH,1723141,
34081,2018,REX BKCM ETF,NA,
34082,2016,GRITSTONE ONCOLOGY,1656634,47-4859534
34083,2018,DEFIANCE QUANTUM ETF,NA,
34089,2018,XTRACKERS MSCI LDRS EQ ETF,NA,
34090,2018,DORSEYWRIGHT MNTM & VAL ETF,NA,
34091,2018,DORSEYWRIGHT MNTM & LOW ETF,NA,
34092,2018,VANGUARD TOTAL WORLD BD ETF,NA,
34099,2018,CHURCHILL CAPITAL CORP,1744895,37-1902569
34101,2016,UPWORK INC,1627475,46-4337682
34102,2016,GUARDANT HEALTH INC,1576280,45-4139254
34103,2017,APTORUM GROUP LTD,1734005,
34105,2016,ZEKELMAN INDS -REDH,1742916,20-4467287
34106,2017,MARTELLO TECHNOLGS GRP INC,1087072,
34118,2016,KODIAK SCIENCES INC,1468748,27-0476525
34119,2018,EDTECHX HOLDINGS ACQU,1746468,83-0570234
34120,2018,AMERICAN CENT DIV MUN BD ETF,NA,
34121,2018,AMRCN CENT QLTY DIV INTL ETF,NA,
34122,2018,AMRCN CENT STOXX US QLTY ETF,NA,
34123,2018,CAMBRIA TRINITY ETF,NA,
34124,2018,RBC TGT 2024 CORP BD IDX ETF,NA,
34125,2018,RBC TGT 2025 CORP BD IDX ETF,NA,
34126,2018,INVESCO RAFI STR DEV SML ETF,NA,
34127,2018,INVESCO RAFI STRATGIC US ETF,NA,
34128,2018,INVESCO RAFI STRATEGC EM ETF,NA,
34129,2018,INVESCO RFI STRT DV EXUS ETF,NA,
34130,2018,INVESCO RAFI STG US SL ETF,NA,
34132,2016,BANK7 CORP,1746129,20-0764349
34133,2016,LUOKUNG TECHNOLOGY CORP,1487839,
34134,2018,INNOVATOR IBD BRKOT OPT ETF,NA,
34135,2016,Y MABS THERAPEUTICS INC,1722964,47-4619612
34136,2018,CHASERG TECHNOLOGY ACQ,1743725,86-0632724
34140,2016,SVMK INC,1739936,80-0765058
34141,2018,JANUS HENDERSON MBS ETF,NA,
34144,2017,AGAPE ATP CORP,1713210,36-4838886
34147,2018,FIDELITY US DIV RRC IDX ETF,NA,
34148,2018,FIDELITY INTL HI DIV IDX ETF,NA,
34149,2018,FIDELITY CAN HI DIV IDX ETF,NA,
34150,2018,FIDELITY US HI DIV CRRY ETF,NA,
34151,2018,FIDELITY US HI DIV IDX ETF,NA,
34152,2018,FIDELITY US DIV RR IDX ETF,NA,
34153,2018,ANFIELD UNIVRSL FXD INCM ETF,NA,
34159,2017,CANOPY RIVS INC,NA,
34160,2017,OSMOTICA PHARMACEUTIC,1739426,
34161,2017,ALLOGENE THERAPEUTICS,1737287,82-3562771
34162,2018,SPDR SOLACTIVE HONG KONG ETF,NA,
34163,2016,IMAC HOLDINGS INC,1729944,83-0784691
34164,2017,EQUILLIUM INC,1746466,82-1554746
34170,2017,SPINEEX INC -REDH,1714280,82-0780524
34171,2018,GRAF INDUSTRIAL CORP,1745317,83-1138508
34172,2018,ISHARES IBDS DEC 28 TRM ETF,NA,
34173,2018,VANGUARD ESG INTL STOCK ETF,NA,
34174,2018,VANGUARD ESG US STOCK ETF,NA,
34175,2018,COINCAP STOXX BLCKCHN PI ETF,NA,
34176,2018,COINCAP STOXX BRAIN IDX ETF,NA,
34179,2018,VESPER US LC ST REV STGY ETF,NA,
34183,2016,RILEY EXPLORATION-PER -REDH,1701036,81-3910441
34184,2019,DD3 ACQUISITION CORP,1748252,
34185,2018,IMPACT SHRS SUTBL DV GAL ETF,NA,
34186,2016,COOTEK CAYMAN I -ADR,1734262,
34189,2016,CAPITAL BANCORP INC,1419536,52-2083046
34193,2016,SI-BONE INC,1459839,26-2216351
34194,2016,PHASEBIO PHARMACEUTIC,1169245,03-0375697
34204,2018,DESJARDINS RI US LW IND ETF,NA,
34205,2018,DESJARDINS RI CAN LW CO2 ETF,NA,
34206,2018,DESJARDINS RI AV CAN BD ETF,NA,
34207,2018,DESJARDINS EX US EX CN ETF,NA,
34208,2018,DESJARDINS RI CAN MLTFAR ETF,NA,
34209,2018,DESJARDINS RI US MLTFCTR ETF,NA,
34210,2018,PGIM ACTIVE HGH YD BD ETF,NA,
34212,2016,LAIX INC - ADR,1742056,
34215,2017,ROCKETFUEL BLOCKCHAIN INC,823546,90-1188745
34216,2018,JOHN HANK MLTFTR ERG MT ETF,NA,
34220,2016,AROG PHARMACEUTICALS  -REDH,1753850,90-1074136
34221,2017,NGM BIOPHARMACEUTICAL INC,1426332,26-1679911
34222,2016,SAMOYED HOLDING L -ADR -REDH,1739287,
34224,2018,INNOVATOR PWR BUFF OCT ETF,NA,
34225,2018,INNOVATOR SP500 BUFF OCT ETF,NA,
34226,2018,INNOVATOR ULTRA BUFF OCT ETF,NA,
34229,2018,LEADERSHRS ALPHAFACT EQ ETF,NA,
34230,2018,HAMILTON CAN BK VAR-WT ETF,NA,
34236,2015,ANAPLAN INC,1540755,27-0897861
34240,2018,ALBERTON ACQUISITION,1748621,
34241,2016,TWIST BIOSCIENCE CORP,1581280,46-2058888
34242,2015,GREENBROOK TMS INC,NA,
34243,2016,ELASTIC NV,1707753,
34245,2018,COLUMBIA MS MUN INCM ETF,NA,
34248,2018,INVESCO BS 2021 USD EMD ETF,NA,
34249,2018,INVESCO BS 2024 USD EMD ETF,NA,
34250,2018,INVESCO BS 2023 USD EMD ETF,NA,
34251,2018,INVESCO BS 2022 USD EMD ETF,NA,
34253,2018,WESTERN ASSET TR ETF,NA,
34258,2018,ARYA SCIENCES ACQ CORP,1746037,
34259,2018,COLLIER CREEK HOLDINGS,1739566,98-1425274
34261,2018,FIRST TRUST IPOX EEO ETF,NA,
34266,2016,LOGICBIO THERAPEUTICS INC,1664106,47-1514975
34270,2016,NIU TECHNOLOGIES -ADR,1744781,
34271,2018,FRANKLIN FTSE SA ETF,NA,
34272,2018,FRANKLIN FTSE SAUDI ARAB ETF,NA,
34273,2018,FRANKLIN FTSE LATN AMRCA ETF,NA,
34277,2018,ONE NORTH AMERICAN CP BD ETF,NA,
34278,2015,STUDIO CTY INT HDGS LTD-ADR,1713334,
34279,2018,RIVERNORTH OPPO MUN FD,NA,
34287,2016,GAMIDA CELL LTD,1600847,
34290,2017,NOBLE VICI GROUP INC,1500122,42-1772663
34291,2016,FEDERAL LIFE GROUP IN,1743886,82-4944172
34294,2018,VANECK VCTRS VDO GMG ETF,NA,
34296,2014,ROAN RESOURCES INC,1326428,83-1984112
34297,2016,PORTER HOLDING INTERNATIONAL,1605810,42-1777496
34300,2015,VERRA MOBILITY CORP,1682745,81-3563824
34301,2018,PGIM QMA STRTGC ALPH LRG ETF,NA,
34302,2018,BROMPTON GLBL DIV GRTH ETF,NA,
34303,2018,BROMPTON FLHY & CRMN INV ETF,NA,
34304,2018,BROMPTON NRTH AMRCN FIN ETF,NA,
34306,2015,ALTAGAS CAN INC,NA,
34307,2016,CALIBURN INTERNATIONA -REDH,1750690,83-1604096
34308,2018,IA CLARINGTON EMB FD ETF,NA,
34309,2016,STONECO LTD,1745431,
34310,2018,IA CLARINGTON GBL BD FD ETF,NA,
34311,2018,IA CLARINGTON CORE PLUS ETF,NA,
34312,2018,SPDR KENSHO FINAL FRONT ETF,NA,
34313,2018,SPDR KENSHO NEW ECO COMP ETF,NA,
34314,2018,SPDR KENSHO CLEAN POWER ETF,NA,
34315,2018,ISHARES ESG US AGG BD ETF,NA,
34322,2017,FINTECH ACQ CORP III,1729756,82-0895994
34326,2016,QUALTRICS INTERNATION -REDH,1747748,47-1754215
34327,2016,VAPOTHERM INC,1253176,46-2259298
34328,2017,TUANCHE CO LTD -ADR,1743340,
34329,2018,DISTILLATE US FNDMNTL SV ETF,NA,
34330,2017,ASSETMARK FIN HOLDINGS INC,1591587,30-0774039
34337,2013,EQUITRANS MID CORP,1747009,
34338,2016,RHINEBECK BANCORP INC,1751783,83-2117268
34339,2018,GLOBAL RE & E-COM DIV FD,NA,
34342,2017,AXONICS MODULATION TECH INC,1603756,45-4744083
34346,2018,AMCI ACQUISITION CORP,1744494,83-0982969
34355,2018,XTRACKERS MSCI LA PA ETF,NA,
34361,2016,ORCHARD THRPUTCS PLC -ADR,1748907,
34362,2018,PURPOSE GOLD BULLION FUND,NA,
34363,2018,JPMORGAN MUNICIPAL ETF,NA,
34368,2018,HORIZONS GLOBAL SSTNBLTY ETF,NA,
34369,2017,KORE MINING LTD,NA,
34370,2018,REALITY SHRS FUNDSRT ETF,NA,
34374,2018,FIRST TRUST ULT SHT DUR ETF,NA,
34376,2016,ALITHYA GROUP INC,1734520,
34377,2018,FIRST TRUST SHT DUR MNGD ETF,NA,
34379,2016,CNFINANCE HLDGS LTD -ADR,1733868,
34382,2015,AVALON GLOBOCARE CORP,1630212,47-1685128
34388,2018,VANECK VECTORS MRNGSTR GBL,NA,
34394,2018,DOW JONES INTL INTERNET ETF,NA,
34395,2018,PROSHARES PET CARE ETF,NA,
34396,2013,SIRIUS INTL INSURANCE LTD,1744894,98-0529995
34398,2018,MORNINGSTAR DUR DIV ETF,NA,
34400,2016,CENTREXION THERAPEUTIC -REDH,1592052,32-0402377
34401,2018,UP FINTECH CHINA-US INT TITN,NA,
34402,2018,S&P500A EQL WGT COM SRV ETF,NA,
34410,2016,MODERNA INC,1682852,81-3467528
34411,2016,MOGU INC -ADR,1743971,
34412,2016,US WELL SERVICES INC,1670349,81-1847117
34413,2016,WEIDAI LTD -ADR,1734902,
34414,2017,ALTUS MIDSTREAM COMPANY,1692787,81-4675947
34415,2015,BAIN CAP SPECIALTY FIN INC,1655050,81-2878769
34417,2017,BOXWOOD MERGER CORP,1751143,83-0808563
34418,2016,NEW FORTRESS ENRGY LLC,1749723,
34420,2016,MEDALIST DIVRSFD REIT,1654595,47-5201540
34421,2015,LIFE FITNESS HLDG -SPN,1757158,38-4094306
34425,2018,TD ACTIVE PRE SHARE ETF,NA,
34426,2018,TD SELECT ST CORP BD LDDR ET,NA,
34427,2018,TD SELECT US ST CORP BD ETF,NA,
34428,2018,EVOLVE ACTIVE GBL FI IN FD,NA,
34429,2016,SYNTHORX INC,1609727,46-4709185
34430,2017,FORTUNE VALLEY TREASURES INC,1626745,32-0439333
34431,2018,ISHARES GLOBAL GREEN BD ETF,NA,
34432,2018,GADSDEN DYNAMIC GROWTH ETF,NA,
34433,2018,GADSDEN DYN MULTI ASSET ETF,NA,
34434,2018,PGIM QMA STRAT ALP SML C ETF,NA,
34435,2018,PGIM QMA STRAT ALP SL GT ETF,NA,
34436,2017,XIAOTAI INTL INVST INC -REDH,1758973,
34439,2015,WAITR HOLDINGS INC,1653247,26-3828008
34440,2018,ISHARES IBDS SEC 2025 MUN BD,NA,
34443,2013,DOW INC,1751788,30-1128146
34445,2016,CF FINANCE ACQ,1728041,47-3806343
34446,2016,SILVERGATE CAP CORP -REDH,1312109,33-0227337
34447,2016,BEYOND MEAT INC,1655210,26-4087597
34448,2016,CIBUS  GLOBAL LTD -REDH,1483752,98-0603843
34449,2016,VIRGIN TRAINS USA LLC - REDH,1737516,36-4893027
34466,2016,ANDINA ACQ CORP III,1691936,
34467,2016,REVOLVE GROUP LLC,1746618,46-1640160
34468,2018,CHARDAN HEALTHCARE ACQ,1739174,82-3364020
34469,2016,AGEX THERAPEUTICS,1708599,82-1436829
34478,2018,MONOCLE ACQUISITION CORP,1754170,83-1751907
34480,2018,SCHULTZE SPECIAL PURP,1754824,83-0891815
34482,2016,HITEK GLOBAL INC -REDH,1742341,
34483,2018,GLOBAL X E-COMMERCE ETF,NA,
34484,2018,DIREXION DALY CNSR STPL BR,NA,
34485,2018,DIREXION DALY CNSMR DSC BLL,NA,
34486,2018,DIREXION DAILY CNSR DISTY BR,NA,
34487,2018,DIREXION DLY CNSR STP BLL,NA,
34496,2016,TENCENT MUSIC ENNT GRP -ADR,1744676,
34504,2017,CRESCO LABS INC,NA,
34507,2016,CORNERSTONE MANAGEMEN -REDH,1731899,
34509,2018,INVESCO MLTI FAC INCOME ETF,NA,
34510,2018,INVESCO MLTI FAC DEF CFI ETF,NA,
34511,2018,PGIM QMA STRAT ALP INTL ETF,NA,
34512,2018,XTRACKERS MSCI EX US ESG ETF,NA,
34513,2018,XTRACKERS MSCI EM ESG LD ETF,NA,
34514,2018,CUSHING ENERGY SC & MLP ETF,NA,
34515,2018,CUSHING TRANSPORT & MLP ETF,NA,
34516,2018,CUSHING UTILITY & MLP ETF,NA,
34517,2018,CUSHING ENERGY & MLP ETF,NA,
34525,2016,360 FINANCE INC - ADR,1741530,
34526,2016,ARDENT HEALTH PARTNER -REDH,1756655,61-1764793
34527,2016,GOLDEN METROPOLIS INT -REDH,1724569,
34528,2017,MILLENDO THERAPEUTICS INC,1544227,45-1472564
34534,2018,BMO SIA FOCUSED NA EQ FD ETF,NA,
34535,2018,GLOBAL X MSCI CHINA CS ETF,NA,
34536,2018,BMO SIA FOCUSD CAN EQ FD ETF,NA,
34537,2018,GLOBAL X MSCI CHINA LC ETF,NA,
34538,2018,GLOBAL X MSCI CHINA IT ETF,NA,
34539,2018,MANULIFE MLTIFACT EM IDX ETF,NA,
34540,2018,GLOBAL X MSCI CHINA UTL ETF,NA,
34541,2018,GLOBAL X MSCI CHINA HC ETF,NA,
34542,2018,GLOBAL X MSCI CHINA RE ETF,NA,
34544,2018,GORES METROPOULOS INC,1758057,83-1804317
34549,2018,IQ 500 INTERNATIONAL ETF,NA,
34550,2018,WISDOMTREE YE GBL AGR BD ETF,NA,
34553,2018,JPMORGAN US AGGRGTE BD ETF,NA,
34556,2018,JPMORGAN CRP BND RSH ENC ETF,NA,
34560,2017,ASIA TIMES HOLDINGS LTD,1755058,
34561,2018,HAMILTON AUS FNCL YD ETF,NA,
34562,2015,ORGANOGENESIS HOLDINGS INC,1661181,98-1329150
34563,2018,IQ SHORT DUR EN CR BD US ETF,NA,
34566,2017,HOTH THERAPEUTICS INC,1711786,82-1553794
34569,2016,REEBONZ HOLDING LTD,1705771,
34570,2017,CARDIOL THERAPEUTICS INC,1702123,
34571,2017,JIAYIN GROUP INC,1743102,
34577,2018,WEALTHBRIDGE ACQUISIT,1753673,
34578,2016,GOSSAMER BIO INC,1728117,47-5461709
34580,2016,MMTEC INC,1742518,
34583,2018,ERSHARES NON-US SMALL CP ETF,NA,
34584,2017,PHUNWARE INC,1665300,26-4413774
34587,2016,HARPOON THERAPEUTICS,1708493,47-3458693
34590,2018,PIVOTAL ACQUISITION CORP,1752474,61-1898603
34591,2016,FIT BOXX HOLDINGS LTD -REDH,1747624,
34593,2016,STEALTH BIOTHERA -ADR,1696396,
34600,2016,TCR2 THERAPEUTICS INC,1750019,47-4152751
34601,2018,RMG ACQUISITION CORP,1757932,83-2289787
34602,2017,PUYI INC -ADR,1750264,
34603,2017,FUTU HOLDINGS LTD -ADR,1754581,
34604,2017,LEAPING GROUP CO LTD -REDH,1757083,
34610,2016,POWERBRIDGE TECHNOLOG CO LTD,1754323,
34613,2017,SUPER LEAGUE GAMING INC,1621672,47-1990734
34614,2016,EXETER FINANCE CORP -REDH,1748024,81-1335573
34615,2018,ACAMAR PARTNERS ACQUISITION,1759008,83-2456129
34616,2016,ALECTOR INC,1653087,82-2933343
34618,2016,1895 BANCORP OF WISCONSN INC,1751692,83-3078306
34624,2016,AQUAMED TECHNOLOGIES  -REDH,1468929,26-4042544
34625,2017,GWG HOLDINGS INC,1522690,26-2222607
34636,2014,FOX CORP,1754301,83-1825597
34640,2017,KALEIDO BIOSCIENCES INC,1751299,47-3048279
34641,2016,CIRIUS THERAPEUTICS I -REDH,1702956,82-0928811
34642,2017,HEZHONG INTERNATIONAL -REDH,1754303,
34647,2017,SCIENCE APP INTL -PRO FORMA,NA,46-1932921
34648,2016,PCI MEDIA INC -REDH,1755250,83-2105853
34682,2016,AVEDRO INC,1343304,13-4223265
34683,2018,DIAMONDPEAK HOLDINGS CORP,1759546,83-2533239
34702,2016,POSITIVE PHYSICIANS HLDGS,1752039,83-0824448
34735,2016,JUMP WORLD HOLDING  L -REDH,1746885,
34746,2016,CYCLERION THERAPEUTICS,1755237,83-1895370
34750,2016,WATFORD HOLDINGS LTD,1601669,
34765,2013,COVETRUS INC,1752836,83-1448706
34766,2017,SCWORX CORP,1674227,47-5412331
34771,2015,BEAUCE GOLD FIELDS INC,NA,
34805,2018,TORTOISE ACQUISITION CORP,1759631,83-2538002
34816,2018,HENNESSY CAPITAL ACQ CORP IV,1750153,83-1476189
34825,2018,TUSCAN HOLDINGS CORP,1760689,83-2530757
34834,2016,SOLITON INC,1548187,36-4729076
34835,2017,FIRE & FLOWERS HOLDINGS CORP,NA,
34854,2017,SHOCKWAVE MEDICAL INC,1642545,27-0494101
34863,2016,UP FINTECH HOLDIN -ADR,1756699,
34864,2018,TRINE ACQUISITION CORP,1754820,83-2044042
34873,2016,LYFT INC,1759509,20-8809830
34882,2017,SILK ROAD MEDICAL INC,1397702,20-8777622
34883,2017,PRECISION BIOSCIENCES,1357874,20-4206017
34910,2015,LIGHTSPEED POS INC,NA,
34915,2017,BLUE HAT INTRCTIVE ENT TECH,1759136,
34916,2016,RUHNN HOLDING LTD -ADR,1753268,
34918,2018,ISWILL ACQUISITION CO -REDH,1765604,83-2049206
34919,2016,TRADEWEB MARKETS INC,1758730,83-2456358
34920,2016,HAPPINESS BIOTECH GRO -REDH,1751876,
34937,2017,FIRST SEACOAST BANCORP,1769267,84-2404519
34938,2017,RICHMOND MUTUAL BANCO INC,1767837,36-4926041
34939,2017,PIONEER BANCORP INC,1769663,83-4274253
34940,2017,B RILEY PRINCIPAL MERGER,1759824,83-2583782
34946,2018,REPLAY ACQUISITION CORP,1763731,
34953,2016,PALOMAR HOLDINGS INC,1761312,83-3972551
34954,2017,CHANGE HEALTHCARE INC,1756497,82-2152098
34955,2017,PAGERDUTY INC,1568100,27-2793871
34956,2016,DIAMOND S SHIPPING INC,1761940,
34961,2017,ALIGHT INC - REDH,1753676,83-1936294
34962,2018,8I ENTPRIS ACQ CORP,1753648,
34963,2018,INSURANCE ACQ CORP,1762322,82-5325852
34965,2017,JUMIA TECHNOLOGIE -ADR,1756708,
34984,2017,DISNEY (WALT) CO -PRO FORMA,NA,83-0940635
35004,2017,BRIGHAM MINERALS INC,1745797,83-1106283
35005,2016,ZOOM VIDEO COMUNICATIONS INC,1585521,61-1648780
35006,2017,TURNING POINT THERAPE INC,1595893,46-3826166
35007,2017,YUNJI INC -ADR,1759614,
35008,2014,ENLIVEX THERAPEUTICS LTD,1596812,
35009,2017,GREENLANE HOLDINGS INC,1743745,83-0806637
35013,2016,PINTEREST INC,1506293,26-3607129
35014,2017,HOOKIPA PHARMA INC,1760542,81-5395687
35018,2016,GUARDION HEALTH SCIENCS INC,1642375,47-4428421
35030,2017,POSTAL REALTY TRUST INC,1759774,83-2586114
35033,2017,ENSCO ROWAN PLC -PRO FORMA,NA,
35035,2014,KONTOOR BRANDS INC,1760965,83-2680248
35038,2017,TUFIN SOFTWARE TECHNOLOGIES,1757399,
35050,2017,SCOPUS BIOPHARMA INC -REDH,1772028,82-1248020
35054,2017,TREVI THERAPEUTICS INC,1563880,45-0834299
35055,2017,SCIPLAY CORP,1760717,83-2692460
35056,2016,ALCON INC,1167379,
35059,2017,SO-YOUNG INTERNATIONAL INC,1758530,
35062,2016,TRANSMEDICS GROUP INC,1756262,83-2181531
35063,2017,ENVEN ENERGY CORPORAT -REDH,1658099,35-2547516
35065,2014,AVANTOR INC,1722482,82-2758923
35077,2014,UBER TECHNOLOGIES INC,1543151,45-2647441
35078,2017,RED RIVER BANCSHARES INC,1071236,72-1412058
35079,2018,AGBA ACQUISITION LTD,1769624,
35089,2017,AXCELLA HEALTH INC,1633070,26-3321056
35090,2017,NEXTCURE INC,1661059,04-5231247
35091,2017,APPLIED THERAPEUTICS INC,1697532,81-3405262
35099,2017,MAYVILLE ENGNERING CMPNY INC,1766368,39-0944729
35100,2017,MILESTONE PHARMACEUTICLS INC,1408443,
35101,2017,SOUTH PLAINS FINANCIAL INC,1163668,75-2453320
35102,2017,CORTEXYME INC,1662774,90-1024039
35103,2017,CONVERSIONPOINT HOLDI -REDH,1761369,82-2687415
35104,2017,SONIM TECHNOLOGIES INC,1178697,94-3336783
35105,2018,HEALTH SCNCES ACQ CORP,1764013,83-2771572
35112,2018,PROFICIENT ALPHA ACQ CORP,1764711,83-1505892
35120,2017,FASTLY INC,1517413,27-5411834
35121,2017,SEQLL INC -REDH,1605888,46-5319744
35122,2017,LANDCADIA HOLDINGS II INC,1768012,83-3593048
35132,2018,HEADHUNTER GROUP PLC -ADR,1721181,
35133,2016,SLACK TECHNOLOGIES INC,1764925,26-4400325
35134,2018,GX ACQUISITION CORP,1752828,83-1702591
35135,2017,PELOTON THERAPEUTICS  -REDH,1525145,27-3349428
35136,2017,IDEAYA BIOSCIENCES INC,1676725,47-4268251
35137,2017,BICYCLE THERAPEUTICS PLC,1761612,
35154,2017,CODIAK BIOSCIENCES IN -REDH,1659352,47-4926530
35158,2014,PARSONS CORP,275880,95-3232481
35160,2017,SOLARMAX TECHNOLOGY I -REDH,1519472,26-2028786
35168,2014,CORTEVA INC- SPN,1755672,82-4979096
35169,2017,LUCKIN COFFEE INC -ADR,1767582,
35182,2016,CROWDSTRIKE HOLDINGS INC,1535527,45-3788918
35207,2017,GSX TECHEDU INC -ADR,1768259,
35210,2016,MOHAWK GROUP HOLDINGS INC,1757715,83-1739858
35211,2017,CLARIVATE ANALYTICS PLC,1764046,
35222,2017,FIVERR INTERNATIONAL LTD,1762301,
35245,2018,ENDEAVOR GROUP HOLDIN -REDH,1766363,83-3340169
35246,2017,PRIAM PROPERTIES INC -REDH,1748669,83-1239535
35247,2018,FELLAZO INC,1771928,
35254,2017,PERSONALIS INC,1527753,27-5411038
35255,2017,STOKE THERAPEUTICS INC,1623526,47-1144582
35264,2017,BRIDGEBIO PHARMA INC,1743881,84-1850815
35265,2017,DERMAVANT SCIENCES LTD -REDH,1753483,
35266,2017,PREVAIL THERAPEUTICS INC,1714798,82-2129632
35267,2017,AKERO THERAPEUTICS INC,1744659,81-5266573
35268,2016,BAIKANG BIO GP HLD LTD -REDH,1759528,
35269,2017,TO PROSPERITY TECH INC -REDH,1773810,
35270,2017,ATRECA INC,1532346,27-3723255
35279,2017,ADAPTIVE BIOTECH CORP,1478320,27-0907024
35280,2017,MORPHIC HOLDING INC,1679363,47-3878772
35287,2014,CHEWY INC,1766502,90-1020167
35288,2017,REALREAL INC (THE),1573221,45-1234222
35290,2017,KARUNA THERPEUTICS INC,1771917,27-0605902
35305,2017,VERICITY INC,1575434,46-2348863
35306,2017,INHIBRX INC - REDH,1739614,82-4257312
35313,2017,CHINA INDEX HLD LTD -ADR,1749797,
35322,2017,WANDA SPRT GP CO -ADR,1771279,
35331,2017,AMTD INTL INC -ADS,1783017,
