,ABS ASSET CLASS:            ,BUSINESS PHONE,CENTRAL INDEX KEY,CITY,COMPANY CONFORMED NAME,CONFORMED PERIOD OF REPORT,DATE AS OF CHANGE,DATE OF NAME CHANGE,FILED AS OF DATE,FILM NUMBER,FISCAL YEAR END,FORM TYPE,FORMER CONFORMED NAME,IRS NUMBER,SEC ACT,SEC FILE NUMBER,STANDARD INDUSTRIAL CLASSIFICATION,STATE,STATE OF INCORPORATION,STREET 1,STREET 2,ZIP
50104,,210 626-6000,0000050104,SAN ANTONIO,ANDEAVOR,,,19920703,,18629618,1231,10-K,TESORO PETROLEUM CORP /NEW/,950862768,1934 Act,001-03473,PETROLEUM REFINING [2911],TX,DE,19100 RIDGEWOOD PKWY,,78259-1828
1098685,,305-576-6889,0001098685,MIAMI,"Dynamic Response Group, Inc.",,,19991109,,09759039,1231,10-K/A,MAXPLANET CORP,311478761,1934 Act,000-28201,RETAIL-CATALOG & MAIL-ORDER HOUSES [5961],FL,FL,4770 BISCAYNE BLVD,SUITE 1400,33137
50172,,614-716-1000,0001721781,COLUMBUS,AEP Texas Inc.,,,19871104,,19622207,1231,10-K,INDIANA MICHIGAN ELECTRIC CO/IN,510007707,1934 Act,333-221643,ELECTRIC SERVICES [4911],OH,DE,1 RIVERSIDE PLAZA,,43215-2373
1098813,,4102806695,0001098813,ANNAPOLIS,COMMERCEFIRST BANCORP INC,,,,,12630000,1231,10-K,,522180744,1934 Act,000-51104,NATIONAL COMMERCIAL BANKS [6021],MD,MD,1804 WEST STREET,SUITE 200,21404
50292,,7184924440,0000050292,NEW YORK,IEH Corp,,,19670926,,19953652,0329,10-K,INDUSTRIAL HEAT TREATING CO INC,135549345,1934 Act,000-05278,ELECTRONIC CONNECTORS [3678],NY,NY,369 LEXINGTON AVE,,10017
1098875,,212-661-6800,0001098875,NEW YORK,Bay Acquisition Corp.,,,19991112,,121180939,1231,10-K,ALADDIN SYSTEMS HOLDINGS INC,860866757,1934 Act,000-28099,SERVICES-PREPACKAGED SOFTWARE [7372],NY,NV,420 LEXINGTON AVENUE,SUITE 2320,10170
1098880,,514-331-7440,0001098880,SAINT LAURENT,IntelGenx Technologies Corp.,,,19991112,,19700435,1231,10-K,BIG FLASH CORP,870638336,1934 Act,000-31187,PHARMACEUTICAL PREPARATIONS [2834],A8,DE,6420 ABRAMS,,H4S 1Y2
1098881,,972-294-7116,0001098881,PLANO,"U.S. RARE EARTHS, INC",,,19991112,,15682009,1231,10-K/A,CALYPSO FINANCIAL SERVICES INC,870638338,1934 Act,000-31199,SERVICES-ADVERTISING [7310],TX,NV,5600 TENNYSON PARKWAY,SUITE 240,75024
1098911,,7132073000,0001098911,HOUSTON,CENTERPOINT ENERGY TRANSITION BOND CO LLC,,,19991115,,13723383,1231,10-K,RELIANT ENERGY TRANSITION BOND CO LLC,,1934 Act,333-91093,ASSET-BACKED SECURITIES [6189],TX,DE,CENTERPOINT ENERGY INC,1111 LOUISIANA,77002
1098972,,781-674-4410,0001098972,LEXINGTON,AGENUS INC,,,19991115,,19688888,1231,10-K,ANTIGENICS INC /DE/,061562417,1934 Act,000-29089,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836],MA,DE,3 FORBES ROAD,,02421
1098996,,646-759-3614,0001098996,NEW YORK,ORANCO INC,,,,,191072915,0630,10-K,,870574491,1934 Act,000-28181,BEVERAGES [2080],NY,NV,ONE LIBERTY PLAZA,SUITE 2310 PMB# 21,10006
50471,,435-645-2000,0000050471,MURRAY,PARK CITY GROUP INC,,,19951214,,191090801,0630,10-K,EQUITY GROWTH SYSTEMS INC /DE/,371454128,1934 Act,001-34941,SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374],UT,NV,5282 SOUTH COMMERCE DRIVE,SUITE D292,84107
50493,,828-669-2941,0000050493,ASHEVILLE,INGLES MARKETS INC,,,,,181223726,0929,10-K,,560846267,1934 Act,000-14706,RETAIL-GROCERY STORES [5411],NC,NC,P O BOX 6676,,28816
1099132,,212-541-2405,0001099132,NEW YORK,MANHATTAN SCIENTIFICS INC,,,,,19718375,1231,10-K,,850460639,1934 Act,000-28411,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES [3690]",NY,DE,THE CHRYSLER BUILDING,"405 LEXINGTON AVENUE, 26TH FLOOR",10174
1099160,,9412635000,0001099160,NAPLES,BEASLEY BROADCAST GROUP INC,,,,,19614961,1231,10-K,,650960915,1934 Act,000-29253,RADIO BROADCASTING STATIONS [4832],FL,DE,3033 RIVIERA DRIVE,SUITE 200,34103
50601,,763-383-4000,0000050601,PLYMOUTH,INNOVEX INC,,,,,081267308,0930,10-K,,411223933,1934 Act,000-13143,"ELECTRONIC COMPONENTS, NEC [3679]",MN,MN,3033 CAMPUS DRIVE,SUITE E180,55441
1099215,,215-862-9720,0001099215,FLORHAM PARK,PROTALEX INC,,,,,181064965,0531,10-K,,912003490,1934 Act,000-28385,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH [8731],NJ,DE,131 COLUMBIA TURNPIKE,SUITE 1,07932
1099219,,212-578-5500,0001099219,NEW YORK,METLIFE INC,,,,,19623257,1231,10-K,,134075851,1934 Act,001-15787,LIFE INSURANCE [6311],NY,DE,200 PARK AVENUE,,10166
1099234,,6193869185,0001099234,NATIONAL CITY,"InCapta, Inc.",,,20030224,,18898860,1231,10-K,POINT GROUP HOLDINGS INCORP,541838089,1934 Act,000-29113,SERVICES-VIDEO TAPE RENTAL [7841],CA,NV,819 D AVENUE,,91950
50710,,617-349-4500,0000050710,CAMBRIDGE,"JAVELIN PHARMACEUTICALS, INC",,,20010313,,10664481,1231,10-K,INTRAC INC,880471759,1934 Act,001-32949,PHARMACEUTICAL PREPARATIONS [2834],MA,DE,125 CAMBRIDGEPARK DRIVE,,02140
1099290,,86-3752882999,0001099290,"PINGDINGSHAN, HENAN PROVINCE",Hongli Clean Energy Technologies Corp.,,,19991118,,17972216,0630,10-K,ABLEAUCTIONS COM INC,593404233,1934 Act,001-15931,"STEEL WORKS, BLAST FURNACES  ROLLING MILLS (COKE OVENS) [3312]",F4,FL,"KUANGGONG RD & TIYU RD 10TH FLR,","CHENGSHI XIN YONG SHE, TIYU RD, XINHUA",467000
50725,,2129575000,0000050725,NEW YORK,GRIFFON CORP,,,19920703,,181191072,0930,10-K,INSTRUMENT SYSTEMS CORP /DE/,111893410,1934 Act,001-06620,"METAL DOORS, SASH, FRAMES, MOLDING & TRIM [3442]",NY,DE,712 FIFTH AVENUE,,10019
1099305,,7035340700,0001099305,ARLINGTON,VIRGINIA COMMERCE BANCORP INC,,,,,13689702,1231,10-K,,541964895,1934 Act,000-28635,STATE COMMERCIAL BANKS [6022],VA,,5350 LEE HIGHWAY,,22207
1099332,,403-693-8000,0001099332,CALGARY,TIRE INTERNATIONAL ENVIRONMENTAL SOLUTIONS INC.,,,19991130,,111057151,0930,10-K/A,IVISION GROUP LTD,870609893,1934 Act,000-28323,BLANK CHECKS [6770],A0,NV,C/O 5614E BURBANK ROAD SE,,T2H 1Z4
1099369,,604-609-7736,0001099369,VANCOUVER,DESTINY MEDIA TECHNOLOGIES INC,,,,,181203383,0831,10-K,,841516745,1934 Act,000-28259,SERVICES-PREPACKAGED SOFTWARE [7372],A1,NV,1110 - 885 W GEORGIA ST,,V6C 3E8
50863,,4087658080,0000050863,SANTA CLARA,INTEL CORP,,,,,19557884,1231,10-K,,941672743,1934 Act,000-06217,SEMICONDUCTORS & RELATED DEVICES [3674],CA,DE,2200 MISSION COLLEGE BLVD,RNB-4-151,95054
1099509,,(972) 437-5200,0001099509,"RICHARDSON,",VERTICAL COMPUTER SYSTEMS INC,,,19991122,,18821835,1231,10-K,SCIENTIFIC FUEL TECHNOLOGY INC,880441551,1934 Act,000-28685,SERVICES-PREPACKAGED SOFTWARE [7372],TX,DE,"101 WEST RENNER ROAD,","SUITE 300,",75082
50957,,3148631100,0000050957,ST LOUIS,FURNITURE BRANDS INTERNATIONAL INC,,,19690313,,13670346,1228,10-K,INTERNATIONAL SHOE CO,430337683,1934 Act,001-00091,HOUSEHOLD FURNITURE [2510],MO,DE,1 N BRENTWOOD BLVD,,63105
1099534,,724 479 9011,0001099534,HOMER CITY,EME HOMER CITY GENERATION LP,,,,,12720764,1231,10-K,,330826938,1934 Act,333-92047-03,COGENERATION SERVICES & SMALL POWER PRODUCERS [4991],PA,PA,1750 POWER PLANT ROAD,,15748
1099561,,905-833-9845,0001099561,KING CITY,Lumonall Inc.,,,19991123,,09917389,0331,10-K,AZONIC CORP,841517404,1934 Act,000-28315,INDUSTRIAL INORGANIC CHEMICALS [2810],A6,NV,PO BOX 164,,L7B 1A5
1099568,,8013223401,0001099568,SALT LAKE CITY,WESTGATE ACQUISITIONS CORP,,,,,18754285,0930,10-K,,870639379,1934 Act,000-53084,"INVESTORS, NEC [6799]",UT,NV,2681 EAST PARLEYS WAY,,84109
1099574,,8013223401,0001099574,SALT LAKE CITY,EASTGATE BIOTECH CORP,,,19991123,,18654601,1231,10-K,EASTGATE ACQUISITIONS CORP,870639378,1934 Act,000-52886,"INVESTORS, NEC [6799]",UT,NV,2681 EAST PARLEYS WAY - SUITE 204,,84109
51011,,4089438046,0000051011,SAN JOSE,INTERDYNE CO,,,,,191078544,0630,10-K,,952563023,1934 Act,000-04454,BLANK CHECKS [6770],CA,CA,335 ELAN VILLAGE LANE #420,,95134-2541
1099590,,000-000-0000,0001099590,BUENOS AIRES,MERCADOLIBRE INC,,,,,19640742,,10-K,,980212790,1934 Act,001-33647,"SERVICES-BUSINESS SERVICES, NEC [7389]",C1,,"ARIAS 3751, 7TH FLOOR",,C1430CRG
1099668,,8154340044X291,0001099668,OTTAWA,FIRST OTTAWA BANCSHARES INC,,,,,12714142,1231,10-K,,364331185,1934 Act,000-30495,STATE COMMERCIAL BANKS [6022],IL,DE,701-705 LASALLE STREET,P O BOX 657,61350
51143,,9144991900,0000051143,ARMONK,INTERNATIONAL BUSINESS MACHINES CORP,,,,,19633815,1231,10-K,,130871985,1934 Act,001-02360,COMPUTER & OFFICE EQUIPMENT [3570],NY,NY,1 NEW ORCHARD RD,,10504
1099728,,(407) 734-1531,0001099728,ORLANDO,"Sibling Group Holdings, Inc.",,,19991124,,151172371,0630,10-K,NETMASTER INC,760270334,1934 Act,000-28311,SERVICES-EDUCATIONAL SERVICES [8200],FL,TX,7512 DR. PHILLIPS BOULEVARD,SUITE 50-209,32819
1099800,,9492502500,0001099800,IRVINE,Edwards Lifesciences Corp,,,19991126,,19611785,1231,10-K,CVG CONTROLLED INC,364316614,1934 Act,001-15525,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES [3842]",CA,DE,ONE EDWARDS WAY,,92614
1099814,,3102057998,0001099814,VAN NUYS,STEREO VISION ENTERTAINMENT INC,,,19991126,,10957231,1231,10-K/A,KESTREL EQUITY CORP,954786792,1934 Act,000-28553,RETAIL-RADIO TV & CONSUMER ELECTRONICS STORES [5731],CA,,15452 CABRITO ROAD,SUITE 204,91406
51253,,2127655500,0000051253,NEW YORK,INTERNATIONAL FLAVORS & FRAGRANCES INC,,,19680426,,19633911,1231,10-K,VANAMERIGEN HAEBLER INC,131432060,1934 Act,001-04858,INDUSTRIAL ORGANIC CHEMICALS [2860],NY,NY,521 W 57TH ST,,10019
51303,,6307534000,0000051303,SCHAUMBURG,NAVISTAR FINANCIAL CORP,,,19860305,,091252913,1031,10-K,INTERNATIONAL HARVESTER CREDIT CORP,362472404,1934 Act,001-04146,MISCELLANEOUS BUSINESS CREDIT INSTITUTION [6159],IL,DE,425 N. MARTINGALE ROAD,SUITE 1800,60173
1099918,,2017946500,0001099918,SADDLE BROOK,"Henry Bros. Electronics, Inc.",,,19991129,,10679120,1231,10-K,INTEGCOM CORP,223690168,1934 Act,001-16779,CABLE & OTHER PAY TELEVISION SERVICES [4841],NJ,DE,280 MIDLAND AVE,,07663
1099932,,3045998121,0001099932,MORGANTOWN,CENTRA FINANCIAL HOLDINGS INC,,,,,11698993,1231,10-K,,550770610,1934 Act,000-49699,NATIONAL COMMERCIAL BANKS [6021],WV,WV,990 ELMER PRINCE DR,POST OFFICE BOX 656,26507-0656
1099941,,914-701-0310,0001099941,PURCHASE,"MVC CAPITAL, INC.",,,19991207,,19525694,1031,10-K,MEVC DRAPER FISHER JURVETSON FUND I INC,943346760,1934 Act,814-00201,,NY,DE,RIVERVIEW AT PURCHASE,"287 BOWMAN AVENUE, 3RD FLOOR",10577
1099958,,7877597070,0001099958,SAN JUAN,SANTANDER BANCORP,,,,,10659705,1231,10-K,,660573723,1934 Act,001-15849,NATIONAL COMMERCIAL BANKS [6021],PR,,207 PONCE DE LEON AVE,,00917
51387,,(908) 212-1780,0000051387,ISELIN,SoftNet Technology Corp.,,,19920703,,09525555,1231,10-K/A,INTERNATIONAL MERCANTILE CORP,743035831,1934 Act,000-07693,ELECTRONIC COMPUTERS [3571],NJ,NV,"33 WOOD AVE., S",SUITE 600,08830
1099963,,305-420-6563,0001099963,"FORT LAUDERDALE,",Magnum dOr Resources Inc,,,19991129,,10523840,0930,10-K,PROGOLFTOURNAMENTS COM,980212222,1934 Act,000-31849,"PLASTICS, MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS [2821]",FL,,"1326 S.E. 17TH STREET,",SUITE 513,33316
1099977,,86-595-8898-7588,0001099977,"FUJIAN,",CHINA MARINE FOOD GROUP LTD,,,20000606,,13717045,1231,10-K,NEW PARADIGM PRODUCTIONS INC,870640467,1934 Act,001-34422,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS [2090],F4,NV,"DA BAO INDUSTRIAL ZONE, SHISHI CITY",,362700
1099980,,(415) 526-6400,0001099980,SAN RAFAEL,TAMALPAIS BANCORP,,,19991129,,10752792,1231,10-K,SAN RAFAEL BANCORP,680175592,1934 Act,000-50878,STATE COMMERCIAL BANKS [6022],CA,,630 LAS GALLINAS AVENUE,,94903
1100006,,888-612-4188,0001100006,NEW YORK,AVENUE GROUP INC,,,20000120,,09751241,1231,10-K,I T TECHNOLOGY INC,980200077,1934 Act,000-30543,CRUDE PETROLEUM & NATURAL GAS [1311],NY,DE,405 LEXINGTON AVENUE,-,91316
51434,,901-419-7000,0000051434,MEMPHIS,INTERNATIONAL PAPER CO /NEW/,,,19710527,,19618588,1231,10-K,INTERNATIONAL PAPER & POWER CORP,130872805,1934 Act,001-03157,PAPER MILLS [2621],TN,NY,6400 POPLAR AVENUE,,38197
51548,,(386) 254-2700,0000051548,DAYTONA BEACH,INTERNATIONAL SPEEDWAY CORP,,,19670227,,19543270,1130,10-K,FRANCE BILL RACING INC,590709342,1934 Act,000-02384,"SERVICES-RACING, INCLUDING TRACK OPERATION [7948]",FL,FL,ONE DAYTONA BLVD,,32114-1243
1100179,,214-486-2000,0001100179,DALLAS,ONCOR ELECTRIC DELIVERY TRANSITION BOND CO LLC,,,19991201,,161457547,1231,10-K,TXU TRANSITION BOND CO LLC,752851358,1934 Act,333-91935,ASSET-BACKED SECURITIES [6189],TX,,1616 WOODALL RODGERS FWY,,75202
1100202,,206-467-5342,0001100202,SEATTLE,LENCO MOBILE INC.,,,19991201,,14765439,1231,10-K,SHOCHET HOLDING CORP,753111137,1934 Act,000-53830,SERVICES-ADVERTISING [7310],WA,DE,100 SOUTH KING STREET,,98104
51644,,212-704-1200,0000051644,NEW YORK,"INTERPUBLIC GROUP OF COMPANIES, INC.",,,19710715,,19628205,1231,10-K,MCCANN ERICKSON INC,131024020,1934 Act,001-06686,SERVICES-ADVERTISING AGENCIES [7311],NY,DE,909 THIRD AVENUE,,10022
1100270,,3367222981,0001100270,WINSTON SALEM,KRISPY KREME DOUGHNUTS INC,,,,,161543452,0201,10-K,,562169715,1934 Act,001-16485,RETAIL-FOOD STORES [5400],NC,NC,370 KNOLLWOOD ST,SUITE 500,27103
1100313,,8015149726,0001100313,SALT LAKE CITY,STRATEGIC PARTNERS INC,,,,,11531840,1231,10-K,,770494696,1934 Act,333-95485,FINANCE SERVICES [6199],UT,WY,2274 S 1300 E #G-15-264,,84106
1100380,,2023875400,0001100380,WASHINGTON,LUMINARY ACQUISITION CORP,,,,,15714962,1231,10-K,,522201516,1934 Act,000-28609, [9995],DC,DE,1504 R STREET NW,,20009
1100389,,4086177000,0001100389,SUNNYVALE,PALM INC,,,19991203,,09961884,0602,10-K,PALM INC,943150688,1934 Act,000-29597,COMPUTER TERMINALS [3575],CA,DE,950 W. MAUDE AVENUE,,94085
1100394,,9547691335,0001100394,FORT LAUDERDALE,"REDFIN NETWORK, INC.",,,19991203,,12727770,1231,10-K,LOUGHRAN GO CORP,860955239,1934 Act,000-28457,REFRIGERATION & SERVICE INDUSTRY MACHINERY [3580],FL,NV,"1500 W. CYPRESS CREEK RD,",SUITE 411,33309
1100397,,732 545 1590,0001100397,"PRINCETON,","Advaxis, Inc.",,,19991203,,19522606,1031,10-K,GREAT EXPECTATIONS & ASSOCIATES INC,841521955,1934 Act,001-36138,PHARMACEUTICAL PREPARATIONS [2834],NJ,DE,305 COLLEGE ROAD EAST,,08540
1100412,,3033816600,0001100412,BOULDER,ARRAY BIOPHARMA INC,,,,,181014355,0630,10-K,,841460811,1934 Act,001-16633,PHARMACEUTICAL PREPARATIONS [2834],CO,DE,3200 WALNUT STREET,,80301
1100441,,386-418-8888,0001100441,ALACHUA,"RTI SURGICAL, INC.",,,19991206,,19656944,1231,10-K,REGENERATION TECHNOLOGIES INC,593466543,1934 Act,000-31271,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES [3842]",FL,DE,11621 RESEARCH CIRCLE,,32615
51939,,3125497100,0000051939,CHICAGO,CORUS BANKSHARES INC,,,19820422,,09735988,1231,10-K,INVESTMENT CORP OF AMERICA INC,410823592,1934 Act,000-06136,NATIONAL COMMERCIAL BANKS [6021],IL,MN,3959 N LINCOLN AVE,LINCOLN NATIONAL BANK BLDG,60613
1100542,,,0001100542,ALAMOGORDO,ALAMOGORDO FINANCIAL CORP,,,,,161532044,1231,10-K,,742819148,1934 Act,000-29655,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",NM,,500 10TH STREET,,88310
1100592,,972-473-4033,0001100592,PLANO,"ASSURED PHARMACY, INC.",,,20001128,,14784231,1231,10-K/A,SURFORAMA COM INC,980233878,1934 Act,001-35735,RETAIL-DRUG STORES AND PROPRIETARY STORES [5912],TX,NV,5600 TENNYSON PARKWAY,SUITE 390,75024
1100644,,613-224-3535,0001100644,OTTAWA,VALIDIAN CORP,,,19991207,,19738256,1231,10-K,SOCHRYS COM INC,582541997,1934 Act,000-28423,SERVICES-PREPACKAGED SOFTWARE [7372],A6,NV,6 GURDWARA STREET,SUITE 205,K2E 5A3
1100682,,781-222-6000,0001100682,WILMINGTON,CHARLES RIVER LABORATORIES INTERNATIONAL INC,,,19991208,,19597687,1229,10-K,CHARLES RIVER LABORATORIES HOLDINGS INC,061397316,1934 Act,001-15943,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH [8731],MA,,251 BALLARDVALE ST,,01887
1100734,,(801) 904-3855,0001100734,SALT LAKE CITY,"Zendex Holdings, Inc.",,,19991209,,161529339,1231,10-K,GOLDEN SOIL INC,870635270,1934 Act,000-28475,RETAIL-NONSTORE RETAILERS [5960],UT,NV,P. O. BOX 58052,,84158
1100747,,702-914-0293,0001100747,HENDERSON,TARA GOLD RESOURCES CORP.,,,20040223,,15795129,1231,10-K,AMERICAN STEWAR ENERGY CORP,880441332,1934 Act,000-29595,METAL MINING [1000],NV,NV,181 N. ARROYO GRANDE BLVD.,STE. #140B,89074
1100748,,4016480803,0001100748,WARWICK,"CLEAN ENERGY & POWER, INC.",,,19991209,,11781019,1209,10-K,TESMARK INC,880441332,1934 Act,000-30448,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813],RI,NV,"111 AIRPORT ROAD, UNIT 2",,02889
1100778,,305-259-6637,0001100778,MIAMI,Rokk3r Inc.,,,19991209,,19719774,1231,10-K,ITRONICS COMMUNICATIONS CORP,752610236,1934 Act,000-28453,SERVICES-MANAGEMENT CONSULTING SERVICES [8742],FL,NV,2121 NW 2ND AVENUE #203,,33127
1100779,,(786) 347-9309,0001100779,MIAMI BEACH,"Millennium Prime, Inc.",,,20000414,,10589917,0930,10-K,UNIVERSAL MEDIA HOLDINGS INC,223360133,1934 Act,000-28459,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES) [3944]",FL,DE,6538 COLLINS AVE.,SUITE 262,33141
1100788,,318-464-8687,0001100788,SHREVEPORT,INTERNATIONAL STAR INC,,,,,11755341,1231,10-K,,860876846,1934 Act,000-28861,METAL MINING [1000],LA,NV,1818 MARSHALL ST.,,71101
1100820,,646-227-1600,0001100820,NEW YORK,"Encompass Group Affiliates, Inc",,,19991209,,11921354,1231,10-K,SMART INVESTMENT COM INC,650738251,1934 Act,000-30486,"SERVICES-BUSINESS SERVICES, NEC [7389]",NY,FL,420 LEXINGTON AVENUE,,10170
1100878,,212-449-3520,0001100878,NEW YORK,ML SELECT FUTURES I LP,,,,,161514800,1231,10-K,,000000000,1934 Act,000-50269,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES [6200]",NY,DE,MERRILL LYNCH ALTERNATIVE INVESTMENTS,"250 VESEY STREET, 11TH FLOOR",10281
1100917,,206-373-9404,0001100917,SEATTLE,ONVIA INC,,,19991213,,17659596,1231,10-K,ONVIA COM INC,911859172,1934 Act,001-35164,"SERVICES-BUSINESS SERVICES, NEC [7389]",WA,DE,"509 OLIVE WAY, SUITE 400",,98101
1100962,,4842160000,0001100962,MALVERN,ENDO HEALTH SOLUTIONS INC.,,,19991214,,14657044,1231,10-K,ENDO PHARMACEUTICALS HOLDINGS INC,134022871,1934 Act,001-15989,PHARMACEUTICAL PREPARATIONS [2834],PA,DE,1400 ATWATER DRIVE,,19355
1100969,,00861082166688,0001100969,BEIJING,"ASIAINFO-LINKAGE, INC",,,19991214,,13649183,1231,10-K,ASIAINFO HOLDINGS INC,752506390,1934 Act,001-15713,SERVICES-PREPACKAGED SOFTWARE [7372],F4,DE,4/F ZHONGDIAN INFORMATION TOWER 6,ZHONGGUANCUN SOUTH STREET HAIDIAN,100086
1100983,,5138703530,0001100983,WEST CHESTER,PEOPLES COMMUNITY BANCORP INC /MD/,,,19991214,,09790665,1231,10-K,PEOPLES COMMUNITY BANCORP INC /DE/,311686242,1934 Act,000-29949,NATIONAL COMMERCIAL BANKS [6021],OH,MD,PEOPLES COMMUNITY BANCORP INC,6100 WEST CHESTER ROAD,45069
52428,,6123723131,0000052428,MINNEAPOLIS,AMERIPRISE CERTIFICATE CO,,,19860303,,19634839,1231,10-K,INVESTORS SYNDICATE OF AMERICA INC,416009975,1934 Act,811-00002,,MN,DE,50606 AMERIPRISE FINANCIAL CENTER,,55474
1101020,,,0001101020,VERNON,OVERHILL FARMS INC,,,,,121270597,0927,10-K,,752590292,1934 Act,001-16699,"CANNED, FROZEN & PRESERVED FRUIT, VEG & FOOD SPECIALTIES [2030]",CA,NV,OVERHILL FARMS,P.O. BOX 58806,90058
1101026,,(248) 452 9866,0001101026,KEEGO HARBOR,"Zivo Bioscience, Inc.",,,19991215,,19590730,1231,10-K,WESTERN GLORY HOLE INC,870699977,1934 Act,000-30415,FOOD & KINDRED PRODUCTS [2000],MI,NV,"2804 ORCHARD LAKE ROAD, SUITE 202",,48320
52485,,3193984411,0000052485,CEDAR RAPIDS,INTERSTATE POWER & LIGHT CO,,,19920703,,19625545,1231,10-K,IOWA ELECTRIC LIGHT & POWER CO,420331370,1934 Act,001-04117,ELECTRIC & OTHER SERVICES COMBINED [4931],IA,IA,200 FIRST ST SE,ALLIANT ENERGY TOWER,52401
1101093,,212-265-8600,0001101093,NEW YORK,"Safer Shot, Inc.",,,19991215,,13829233,0930,10-K/A,MONUMENTAL MARKETING INC,202969972,1934 Act,000-28769, [9995],NY,,110 E. 59TH STREET,25TH FLOOR,10022
1101146,,4064423080,0001101146,HELENA,EAGLE BANCORP/MT,,,,,091078271,0630,10-K,,810531318,1934 Act,000-29687,NATIONAL COMMERCIAL BANKS [6021],MT,,1400 PROSPECT AVE,,59604-4999
1101169,,3147462229,0001101169,ST LOUIS,VIASYSTEMS GROUP INC,,,,,15694349,1231,10-K,,752668620,1934 Act,001-15755,PRINTED CIRCUIT BOARDS [3672],MO,DE,101 S HANLEY RD,STE 400,63105
52617,,8123761909,0000052617,COLUMBUS,IRWIN FINANCIAL CORP,,,19900919,,09720523,1231,10-K,IRWIN UNION CORP,351286807,1934 Act,001-16691,STATE COMMERCIAL BANKS [6022],IN,IN,500 WASHINGTON STREET,500 WASHINGTON STREET,47201
1101215,,2144943000,0001101215,PLANO,ALLIANCE DATA SYSTEMS CORP,,,,,19631701,1231,10-K,,311429215,1934 Act,001-15749,"SERVICES-BUSINESS SERVICES, NEC [7389]",TX,DE,"7500 DALLAS PARKWAY, SUITE 700",,75024
1101239,,(650) 598-6000,0001101239,REDWOOD CITY,EQUINIX INC,,,,,19626522,1231,10-K,,770487526,1934 Act,000-31293,REAL ESTATE INVESTMENT TRUSTS [6798],CA,DE,ONE LAGOON DRIVE,,94065
1101246,,86-563-8023488,0001101246,ANHUI PROVINCE,"TEC Technology, Inc.",,,19991220,,12761850,1231,10-K,AMERICOM NETWORKS INTERNATIONAL INC,134013027,1934 Act,000-53432,FABRICATED STRUCTURAL METAL PRODUCTS [3440],F4,DE,XINQIAO INDUSTRIAL PARK,JINGDE COUNTY,242600
1101268,,415-408-2300,0001101268,ROCKLIN,"Purple Communications, Inc.",,,19991220,,10915563,1231,10-K,GOAMERICA INC,223693371,1934 Act,000-29359,RADIO TELEPHONE COMMUNICATIONS [4812],CA,DE,595 MENLO DRIVE,,95765
1101298,,41-44-202-0080,0001101298,ZURICH,ASP VENTURES CORP,,,,,09546159,1231,10-K/A,,980203918,1934 Act,000-28589, [9995],V8,FL,FLORASTRASSE 14,,CH-8008
1101302,,9784366500,0001101302,BILLERICA,ENTEGRIS INC,,,,,19584093,1231,10-K,,411941551,1934 Act,001-32598,"PLASTICS PRODUCTS, NEC [3089]",MA,DE,129 CONCORD ROAD,,01821
52795,,2245218204,0000052795,GLENVIEW,ANIXTER INTERNATIONAL INC,,,19690727,,19621682,1228,10-K,SSI COMPUTER CORP,941658138,1934 Act,001-10212,"WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES [5063]",IL,DE,2301 PATRIOT BLVD,,60026
1101396,,864-232-5200,0001101396,GREENVILLE,"DELTA APPAREL, INC",,,19991221,,181192822,0927,10-K,DELTA APPAREL INC,582508794,1934 Act,001-15583,"WHOLESALE-APPAREL, PIECE GOODS & NOTIONS [5130]",SC,GA,322 S. MAIN STREET,,29601
52827,,9043579100,0000052827,WILDLIGHT,RAYONIER INC,,,19920703,,19627400,1231,10-K,ITT RAYONIER INC,132607329,1934 Act,001-06780,REAL ESTATE INVESTMENT TRUSTS [6798],FL,NC,1 RAYONIER WAY,,32097
1101423,,86-2422866686,0001101423,SHENYANG,"VANTONE INTERNATIONAL GROUP, INC.",,,19991221,,11965613,0331,10-K,ENVIRONMENTAL PROTECTION CORP,411594595,1934 Act,000-28683, [9995],F4,NV,"195 ZHONGSHAN ROAD, HEPING DISTRICT",,00000
1101433,,4809057311,0001101433,FOUNTAIN HILLS,QUOTEMEDIA INC,,,19991221,,19715384,1231,10-K,QUOTEMEDIA COM INC,912008633,1934 Act,000-28599,"SERVICES-BUSINESS SERVICES, NEC [7389]",AZ,NV,17100 E SHEA BLVD,SUITE 230,85268
