,source,target,relation
54,LCI INDUSTRIES,Tradename,customers
55,LCI INDUSTRIES,the National Highway Traffic Safety Administration,customers
0,LCI INDUSTRIES,OEM Segment,Sells to
2,LCI INDUSTRIES,Aftermarket Segment,Sells to
3,LCI INDUSTRIES,Company,Sells to
5,LCI INDUSTRIES,Change Travel,Sells to
6,LCI INDUSTRIES,the Aftermarket Segment and Adjacent Industries,Sells to
7,LCI INDUSTRIES,Adjacent Industries,Sells to
0,HONEYWELL INTERNATIONAL INC,Aerospace Aerospace,Supply
1,HONEYWELL INTERNATIONAL INC,Integrated Supply Chain of Aerospace,Supply
2,HONEYWELL INTERNATIONAL INC,the U.S. Government,Supply
4,HONEYWELL INTERNATIONAL INC,Integrated Supply Chain,Supply
5,HONEYWELL INTERNATIONAL INC,Honeywell Digital,Supply
6,HONEYWELL INTERNATIONAL INC,Honeywell Forge,Supply
7,HONEYWELL INTERNATIONAL INC,Company,Supply
8,HONEYWELL INTERNATIONAL INC,Supply Chain,Supply
11,HONEYWELL INTERNATIONAL INC,Performance Materials and Technologies,Supply
12,HONEYWELL INTERNATIONAL INC,Honeywell Building Technologies,Supply
14,HONEYWELL INTERNATIONAL INC,Honeywell,Supply
19,HONEYWELL INTERNATIONAL INC,Honeywell’s,Supply
21,HONEYWELL INTERNATIONAL INC,Honeywell’s Form,Supply
22,HONEYWELL INTERNATIONAL INC,Career Band 6,Supply
0,HONEYWELL INTERNATIONAL INC,TrademarksMember,customers
2,HONEYWELL INTERNATIONAL INC,Honeywell Forge,customers
3,HONEYWELL INTERNATIONAL INC,Honeywell Connected Enterprise,customers
4,HONEYWELL INTERNATIONAL INC,HCE,customers
5,HONEYWELL INTERNATIONAL INC,Aerospace Aerospace,customers
6,HONEYWELL INTERNATIONAL INC,UOP,customers
7,HONEYWELL INTERNATIONAL INC,Safety and Productivity Solutions Safety and Productivity Solutions,customers
8,HONEYWELL INTERNATIONAL INC,Company,customers
10,HONEYWELL INTERNATIONAL INC,Revenue Recognition and Contracts,customers
12,HONEYWELL INTERNATIONAL INC,Aerospace,customers
15,HONEYWELL INTERNATIONAL INC,75 79 Services,customers
16,HONEYWELL INTERNATIONAL INC,the Consolidated Balance Sheet in Accounts,customers
0,HONEYWELL INTERNATIONAL INC,U.S. Government Sales Sales,Sells to
1,HONEYWELL INTERNATIONAL INC,the U.S. Government,Sells to
2,HONEYWELL INTERNATIONAL INC,the U.S. Department of Defense,Sells to
0,OSHKOSH CORP,U.S. Department of Defense,Supply
1,OSHKOSH CORP,DoD,Supply
4,OSHKOSH CORP,Company,Supply
6,OSHKOSH CORP,Oshkosh Defense,Supply
7,OSHKOSH CORP,HEMTT,Supply
11,OSHKOSH CORP,Pierce,Supply
13,OSHKOSH CORP,the Oshkosh Specialty Vehicles,Supply
14,OSHKOSH CORP,OSV,Supply
15,OSHKOSH CORP,IMT,Supply
18,OSHKOSH CORP,the U.S. IMT,Supply
27,OSHKOSH CORP,"Bemis Company, Inc.",Supply
28,OSHKOSH CORP,Marketing and Transformation for Bemis North America,Supply
33,OSHKOSH CORP,Wells Fargo Bank,Supply
34,OSHKOSH CORP,National Association,Supply
35,OSHKOSH CORP,the Company’s Current Report on Form 8-K,Supply
41,OSHKOSH CORP,Trustee,Supply
0,OSHKOSH CORP,U.S. Department of Defense,customers
1,OSHKOSH CORP,DoD,customers
4,OSHKOSH CORP,Company,customers
7,OSHKOSH CORP,Quality Products and Customer Service,customers
12,OSHKOSH CORP,People First Initiatives,customers
16,OSHKOSH CORP,JLG,customers
17,OSHKOSH CORP,Jerr-Dan,customers
18,OSHKOSH CORP,Oshkosh Defense,customers
21,OSHKOSH CORP,Pierce,customers
26,OSHKOSH CORP,Oshkosh Equipment Finance,customers
27,OSHKOSH CORP,LLC,customers
28,OSHKOSH CORP,Pierce Financial Solutions,customers
33,OSHKOSH CORP,Frontline,customers
36,OSHKOSH CORP,McNeilus-,customers
37,OSHKOSH CORP,CON‐E‐CO-,customers
39,OSHKOSH CORP,Quality Management System,customers
40,OSHKOSH CORP,CIMS,customers
43,OSHKOSH CORP,Company’s,customers
45,OSHKOSH CORP,Textron Inc.,customers
47,OSHKOSH CORP,TAK-4,customers
49,OSHKOSH CORP,JLTV,customers
53,OSHKOSH CORP,PUC,customers
55,OSHKOSH CORP,Command Zone,customers
56,OSHKOSH CORP,Ascendant,customers
62,OSHKOSH CORP,ASC,customers
73,OSHKOSH CORP,FMS,customers
79,OSHKOSH CORP,ASU,customers
81,OSHKOSH CORP,Customer,customers
84,OSHKOSH CORP,the U.S. Department of Defense,customers
88,OSHKOSH CORP,CONSOLIDATED FINANCIAL,customers
89,OSHKOSH CORP,the Financial Accounting Standards Board,customers
90,OSHKOSH CORP,FASB,customers
91,OSHKOSH CORP,Accounting Standards Update,customers
111,OSHKOSH CORP,&,customers
134,OSHKOSH CORP,the Export-Import Bank,customers
135,OSHKOSH CORP,Overseas Private Investment Corporation,customers
138,OSHKOSH CORP,External Customers Inter-,customers
139,OSHKOSH CORP,Net Sales External Customers,customers
140,OSHKOSH CORP,Net Sales External Customers Inter-,customers
0,OSHKOSH CORP,Company,Sells to
1,OSHKOSH CORP,JLTV,Sells to
2,OSHKOSH CORP,DoD,Sells to
0,OSHKOSH CORP,Company,dependent on
0,NAVISTAR INTERNATIONAL CORP,Truck,Supply
1,NAVISTAR INTERNATIONAL CORP,Navistar,Supply
2,NAVISTAR INTERNATIONAL CORP,ADAS,Supply
3,NAVISTAR INTERNATIONAL CORP,Ford,Supply
4,NAVISTAR INTERNATIONAL CORP,Third Party Supplies,Supply
6,NAVISTAR INTERNATIONAL CORP,Navistar Defense,Supply
7,NAVISTAR INTERNATIONAL CORP,SG&A,Supply
8,NAVISTAR INTERNATIONAL CORP,MaxxForce Advanced EGR,Supply
10,NAVISTAR INTERNATIONAL CORP,Core,Supply
11,NAVISTAR INTERNATIONAL CORP,Financial Services,Supply
12,NAVISTAR INTERNATIONAL CORP,Manufacturing,Supply
14,NAVISTAR INTERNATIONAL CORP,the Base Program Trust,Supply
16,NAVISTAR INTERNATIONAL CORP,Trade,Supply
17,NAVISTAR INTERNATIONAL CORP,ND Holdings,Supply
18,NAVISTAR INTERNATIONAL CORP,LLC,Supply
21,NAVISTAR INTERNATIONAL CORP,Retiree Supplemental Benefit Trust,Supply
22,NAVISTAR INTERNATIONAL CORP,The Supplemental Trust,Supply
23,NAVISTAR INTERNATIONAL CORP,the Supplemental Benefit Trust Profit Sharing Plan,Supply
24,NAVISTAR INTERNATIONAL CORP,the Supplemental Benefit Program Committee,Supply
25,NAVISTAR INTERNATIONAL CORP,"the ""Committee",Supply
26,NAVISTAR INTERNATIONAL CORP,NI,Supply
27,NAVISTAR INTERNATIONAL CORP,NIC,Supply
28,NAVISTAR INTERNATIONAL CORP,Committee,Supply
29,NAVISTAR INTERNATIONAL CORP,Company,Supply
31,NAVISTAR INTERNATIONAL CORP,District Court,Supply
32,NAVISTAR INTERNATIONAL CORP,Profit Sharing Complaint,Supply
33,NAVISTAR INTERNATIONAL CORP,the Committee alleged the Company,Supply
34,NAVISTAR INTERNATIONAL CORP,ERISA,Supply
35,NAVISTAR INTERNATIONAL CORP,the U.S. Court of Appeals,Supply
36,NAVISTAR INTERNATIONAL CORP,the 6th Circuit,Supply
37,NAVISTAR INTERNATIONAL CORP,Court,Supply
38,NAVISTAR INTERNATIONAL CORP,the Profit Sharing Complaint,Supply
40,NAVISTAR INTERNATIONAL CORP,Supplemental Benefit Trust Profit Sharing Plan,Supply
41,NAVISTAR INTERNATIONAL CORP,the Committee,Supply
45,NAVISTAR INTERNATIONAL CORP,TRATON Group,Supply
51,NAVISTAR INTERNATIONAL CORP,"the ""Stock Purchase Agreement",Supply
52,NAVISTAR INTERNATIONAL CORP,Supplementary Data Financial,Supply
53,NAVISTAR INTERNATIONAL CORP,the U.S. Securities and Exchange Commission,Supply
0,NAVISTAR INTERNATIONAL CORP,MinimumMember,customers
1,NAVISTAR INTERNATIONAL CORP,MaximumMember,customers
6,NAVISTAR INTERNATIONAL CORP,FurnitureAndFixturesMember,customers
8,NAVISTAR INTERNATIONAL CORP,TrademarksMember,customers
10,NAVISTAR INTERNATIONAL CORP,I. Customer-Centric,customers
11,NAVISTAR INTERNATIONAL CORP,Navistar,customers
12,NAVISTAR INTERNATIONAL CORP,TRATON Group,customers
14,NAVISTAR INTERNATIONAL CORP,Truck,customers
16,NAVISTAR INTERNATIONAL CORP,International,customers
18,NAVISTAR INTERNATIONAL CORP,IIAA,customers
19,NAVISTAR INTERNATIONAL CORP,Financial Services,customers
20,NAVISTAR INTERNATIONAL CORP,Navistar Capital,customers
21,NAVISTAR INTERNATIONAL CORP,Third Party Supplies,customers
22,NAVISTAR INTERNATIONAL CORP,Warranty Costs —Warranty,customers
25,NAVISTAR INTERNATIONAL CORP,Debt Funding of Financial Services The Financial Services,customers
26,NAVISTAR INTERNATIONAL CORP,"Navistar Financial, S.A. de C.V.",customers
27,NAVISTAR INTERNATIONAL CORP,Sociedad Financiera de Objeto Multiple,customers
28,NAVISTAR INTERNATIONAL CORP,NFM,customers
29,NAVISTAR INTERNATIONAL CORP,Finance Receivables Finance,customers
30,NAVISTAR INTERNATIONAL CORP,—Retail,customers
31,NAVISTAR INTERNATIONAL CORP,Bank of Montreal,customers
32,NAVISTAR INTERNATIONAL CORP,BMO,customers
33,NAVISTAR INTERNATIONAL CORP,FASB,customers
34,NAVISTAR INTERNATIONAL CORP,ASU,customers
35,NAVISTAR INTERNATIONAL CORP,Revenue Recognition,customers
40,NAVISTAR INTERNATIONAL CORP,Truck Contract Manufacturing,customers
41,NAVISTAR INTERNATIONAL CORP,Parts Revenue,customers
43,NAVISTAR INTERNATIONAL CORP,Customer Base and Relationships Trademarks,customers
46,NAVISTAR INTERNATIONAL CORP,the Navistar Capital Operating Agreement,customers
48,NAVISTAR INTERNATIONAL CORP,BMO Harris Bank N.A.,customers
0,NAVISTAR INTERNATIONAL CORP,Truck,Sells to
1,NAVISTAR INTERNATIONAL CORP,Navistar Defense,Sells to
2,NAVISTAR INTERNATIONAL CORP,Financial Services,Sells to
0,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Refining,Supply
3,ICAHN ENTERPRISES HOLDINGS L.P.,the U.S. Department of Defense,Supply
5,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Energy’s,Supply
6,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive,Supply
8,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive’s,Supply
11,ICAHN ENTERPRISES HOLDINGS L.P.,Federal-Mogul LLC Federal-Mogul LLC,Supply
12,ICAHN ENTERPRISES HOLDINGS L.P.,Report,Supply
13,ICAHN ENTERPRISES HOLDINGS L.P.,Investment Funds,Supply
14,ICAHN ENTERPRISES HOLDINGS L.P.,Investment Funds’,Supply
15,ICAHN ENTERPRISES HOLDINGS L.P.,Energy,Supply
18,ICAHN ENTERPRISES HOLDINGS L.P.,FIFO,Supply
19,ICAHN ENTERPRISES HOLDINGS L.P.,Energy CVR Energy’s,Supply
22,ICAHN ENTERPRISES HOLDINGS L.P.,the Board of Tropicana Entertainment Inc.,Supply
23,ICAHN ENTERPRISES HOLDINGS L.P.,the Board of CVR Refining,Supply
24,ICAHN ENTERPRISES HOLDINGS L.P.,"the Board of CVR Energy, Inc.",Supply
25,ICAHN ENTERPRISES HOLDINGS L.P.,the Executive Committee of XO Holdings,Supply
26,ICAHN ENTERPRISES HOLDINGS L.P.,the Board of its predecessors,Supply
27,ICAHN ENTERPRISES HOLDINGS L.P.,Federal-Mogul LLC,Supply
28,ICAHN ENTERPRISES HOLDINGS L.P.,the Board of Federal-Mogul LLC,Supply
29,ICAHN ENTERPRISES HOLDINGS L.P.,"the Board of American Railcar Industries, Inc.",Supply
30,ICAHN ENTERPRISES HOLDINGS L.P.,American Railcar Leasing LLC,Supply
31,ICAHN ENTERPRISES HOLDINGS L.P.,WestPoint Home LLC,Supply
32,ICAHN ENTERPRISES HOLDINGS L.P.,Cadus Corporation,Supply
34,ICAHN ENTERPRISES HOLDINGS L.P.,Tropicana Entertainment Inc.,Supply
35,ICAHN ENTERPRISES HOLDINGS L.P.,Herbalife Ltd.,Supply
36,ICAHN ENTERPRISES HOLDINGS L.P.,the Executive Committee of American Railcar Leasing LLC,Supply
37,ICAHN ENTERPRISES HOLDINGS L.P.,FCX Oil & Gas Inc.,Supply
38,ICAHN ENTERPRISES HOLDINGS L.P.,Freeport-McMoRan Inc.,Supply
40,ICAHN ENTERPRISES HOLDINGS L.P.,LP,Supply
41,ICAHN ENTERPRISES HOLDINGS L.P.,MGM Holdings Inc.,Supply
43,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Partners,Supply
45,ICAHN ENTERPRISES HOLDINGS L.P.,"Viskase Companies, Inc.",Supply
46,ICAHN ENTERPRISES HOLDINGS L.P.,Take-Two Interactive Software Inc.,Supply
47,ICAHN ENTERPRISES HOLDINGS L.P.,the Board (from,Supply
48,ICAHN ENTERPRISES HOLDINGS L.P.,"American Railcar Industries, Inc.",Supply
50,ICAHN ENTERPRISES HOLDINGS L.P.,the Board (,Supply
52,ICAHN ENTERPRISES HOLDINGS L.P.,LP Ferrous Resources Ltd,Supply
53,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Enterprises,Supply
54,ICAHN ENTERPRISES HOLDINGS L.P.,"CVR Energy, Inc.",Supply
55,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive Group LLC,Supply
56,ICAHN ENTERPRISES HOLDINGS L.P.,PSC Metals,Supply
57,ICAHN ENTERPRISES HOLDINGS L.P.,LLC,Supply
63,ICAHN ENTERPRISES HOLDINGS L.P.,Ferrous Resources Ltd,Supply
66,ICAHN ENTERPRISES HOLDINGS L.P.,Insight Portfolio Group LLC,Supply
67,ICAHN ENTERPRISES HOLDINGS L.P.,“Insight Portfolio Group”,Supply
0,ICAHN ENTERPRISES HOLDINGS L.P.,Food Packaging,customers
1,ICAHN ENTERPRISES HOLDINGS L.P.,Marketing and Distribution Customers,customers
2,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Refining’s,customers
3,ICAHN ENTERPRISES HOLDINGS L.P.,cooperatives,customers
4,ICAHN ENTERPRISES HOLDINGS L.P.,Group 3,customers
5,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Refining,customers
7,ICAHN ENTERPRISES HOLDINGS L.P.,the New York Mercantile Exchange,customers
8,ICAHN ENTERPRISES HOLDINGS L.P.,Oil Price Information Service,customers
11,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Partners,customers
12,ICAHN ENTERPRISES HOLDINGS L.P.,UAN,customers
14,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive,customers
15,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive’s,customers
16,ICAHN ENTERPRISES HOLDINGS L.P.,"Products, Services",customers
20,ICAHN ENTERPRISES HOLDINGS L.P.,Viskase’s,customers
21,ICAHN ENTERPRISES HOLDINGS L.P.,Energy,customers
25,ICAHN ENTERPRISES HOLDINGS L.P.,Holding Company’s,customers
26,ICAHN ENTERPRISES HOLDINGS L.P.,Real Estate,customers
28,ICAHN ENTERPRISES HOLDINGS L.P.,Energy and Automotive,customers
31,ICAHN ENTERPRISES HOLDINGS L.P.,Food Packaging Our Food Packaging,customers
32,ICAHN ENTERPRISES HOLDINGS L.P.,F.O.B.,customers
34,ICAHN ENTERPRISES HOLDINGS L.P.,Home Fashion,customers
35,ICAHN ENTERPRISES HOLDINGS L.P.,WPH,customers
37,ICAHN ENTERPRISES HOLDINGS L.P.,ICAHN ENTERPRISES L.P.,customers
38,ICAHN ENTERPRISES HOLDINGS L.P.,ICAHN ENTERPRISES HOLDINGS,customers
39,ICAHN ENTERPRISES HOLDINGS L.P.,Customer’s Accounting for Implementation Costs Incurred in a,customers
40,ICAHN ENTERPRISES HOLDINGS L.P.,NOTES,customers
41,ICAHN ENTERPRISES HOLDINGS L.P.,CONSOLIDATED FINANCIAL,customers
42,ICAHN ENTERPRISES HOLDINGS L.P.,Plant and Equipment,customers
0,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive’s,Sells to
1,ICAHN ENTERPRISES HOLDINGS L.P.,ACF,Sells to
0,ACCURIDE CORP,Brillion Foundry,Supply
1,ACCURIDE CORP,PACCAR,Supply
2,ACCURIDE CORP,Daimler Truck North America's,Supply
3,ACCURIDE CORP,the Association of Manufacturing Excellence,Supply
4,ACCURIDE CORP,AME,Supply
5,ACCURIDE CORP,OEM,Supply
6,ACCURIDE CORP,the United States International Trade Commission,Supply
7,ACCURIDE CORP,the United States Department of Commerce,Supply
8,ACCURIDE CORP,OSHA,Supply
9,ACCURIDE CORP,Commercial Vehicle Suppliers,Supply
10,ACCURIDE CORP,"Meritor, Inc.",Supply
11,ACCURIDE CORP,"Commercial Vehicle Group, Inc.",Supply
12,ACCURIDE CORP,"Cummins, Inc.",Supply
13,ACCURIDE CORP,Eaton Corporation,Supply
17,ACCURIDE CORP,Gianetti,Supply
0,ACCURIDE CORP,Daimler Truck North America,customers
1,ACCURIDE CORP,LLC,customers
2,ACCURIDE CORP,Western Star,customers
3,ACCURIDE CORP,"PACCAR, Inc.",customers
4,ACCURIDE CORP,Kenworth,customers
5,ACCURIDE CORP,"Navistar, Inc.",customers
6,ACCURIDE CORP,International,customers
7,ACCURIDE CORP,Volvo Group North America,customers
8,ACCURIDE CORP,Volvo,customers
9,ACCURIDE CORP,Mack,customers
10,ACCURIDE CORP,Daimler Trucks Europe,customers
11,ACCURIDE CORP,Mercedes,customers
12,ACCURIDE CORP,Volvo Group Europe,customers
14,ACCURIDE CORP,Renault,customers
15,ACCURIDE CORP,Industrial Vehicle Corporation,customers
16,ACCURIDE CORP,Iveco,customers
18,ACCURIDE CORP,Great Dane Limited Partnership,customers
19,ACCURIDE CORP,Utility Trailer Manufacturing Company,customers
20,ACCURIDE CORP,Wabash National,customers
21,ACCURIDE CORP,General Motors Corporation,customers
22,ACCURIDE CORP,General Motors,customers
23,ACCURIDE CORP,Brillion Foundry,customers
24,ACCURIDE CORP,OEM,customers
25,ACCURIDE CORP,DTNA,customers
26,ACCURIDE CORP,Navistar,customers
27,ACCURIDE CORP,Volvo/Mack,customers
28,ACCURIDE CORP,PACCAR,customers
29,ACCURIDE CORP,Advanced Wheels,customers
31,ACCURIDE CORP,Daimler Truck North America's,customers
32,ACCURIDE CORP,the Association of Manufacturing Excellence,customers
33,ACCURIDE CORP,AME,customers
35,ACCURIDE CORP,Daimler,customers
36,ACCURIDE CORP,Gianetti,customers
38,ACCURIDE CORP,OSHA,customers
58,ACCURIDE CORP,"Wabash National, Inc.",customers
60,ACCURIDE CORP,Shifts,customers
62,ACCURIDE CORP,Accuride,customers
63,ACCURIDE CORP,Brillion,customers
65,ACCURIDE CORP,the Financial Accounting Standards Board,customers
66,ACCURIDE CORP,FASB,customers
67,ACCURIDE CORP,ASU,customers
0,LEAR CORP,UT Automotive,Supply
1,LEAR CORP,Guilford Mills,Supply
2,LEAR CORP,Report,Supply
3,LEAR CORP,Tier 2,Supply
4,LEAR CORP,the European Union,Supply
5,LEAR CORP,the U.S. Export Administration Act,Supply
9,LEAR CORP,Ernst & Young LLP,Supply
10,LEAR CORP,Independent Registered Public Accounting Firm 51 Consolidated Balance Sheets,Supply
11,LEAR CORP,Company,Supply
12,LEAR CORP,Pre-Production Costs Related to Long-Term Supply Agreements,Supply
13,LEAR CORP,E&D,Supply
19,LEAR CORP,Company’s,Supply
20,LEAR CORP,Internal Control over Financial Reporting,Supply
22,LEAR CORP,The Bank of New York Mellon Trust Company,Supply
23,LEAR CORP,Trustee,Supply
24,LEAR CORP,the Company’s Current Report on Form,Supply
29,LEAR CORP,U.S. Bank National Association,Supply
0,LEAR CORP,Connectivity - Customer,customers
1,LEAR CORP,Harmonic Precision,customers
2,LEAR CORP,General Motors,customers
3,LEAR CORP,Daimler,customers
4,LEAR CORP,Volkswagen,customers
5,LEAR CORP,Ford,customers
6,LEAR CORP,Fiat,customers
8,LEAR CORP,Renault,customers
9,LEAR CORP,Nissan,customers
11,LEAR CORP,Jaguar Land Rover,customers
15,LEAR CORP,Report,customers
17,LEAR CORP,the European Union,customers
20,LEAR CORP,Company,customers
21,LEAR CORP,Honeywell Aerospace,customers
22,LEAR CORP,Honeywell International Inc.,customers
23,LEAR CORP,the Electronic Solutions Strategic Business Unit,customers
25,LEAR CORP,"Aerospace Marketing, Product Management",customers
26,LEAR CORP,Avionics Systems Marketing and Product Management,customers
27,LEAR CORP,Global Business Aviation Sales,customers
28,LEAR CORP,EMEAI Customer Support,customers
29,LEAR CORP,North American Seat Systems Group,customers
30,LEAR CORP,North American Customer Group,customers
31,LEAR CORP,European Customer Focused Division,customers
32,LEAR CORP,General Motors Division,customers
36,LEAR CORP,Company’s,customers
46,LEAR CORP,E&D,customers
47,LEAR CORP,Plant and Equipment Property,customers
57,LEAR CORP,Engineering and Development Costs,customers
58,LEAR CORP,Xevo,customers
59,LEAR CORP,Antolin Seating's,customers
0,LEAR CORP,our European Union,Sells to
0,LEAR CORP,the European Union,dependent on
0,WILLIAMS CONTROLS INC,ISO 14001 Environmental Management System,Supply
1,WILLIAMS CONTROLS INC,Donnelly Company,Supply
2,WILLIAMS CONTROLS INC,Company,Supply
4,WILLIAMS CONTROLS INC,Company’s,Supply
5,WILLIAMS CONTROLS INC,the Board of Directors,Supply
6,WILLIAMS CONTROLS INC,Dolphin Asset Management  Corporation,Supply
7,WILLIAMS CONTROLS INC,JP Morgan Investment Managers,Supply
10,WILLIAMS CONTROLS INC,Johnson Controls,Supply
0,WILLIAMS CONTROLS INC,The Volvo Group,customers
1,WILLIAMS CONTROLS INC,"Paccar, Inc.",customers
2,WILLIAMS CONTROLS INC,Daimler Trucks NA,customers
3,WILLIAMS CONTROLS INC,"Caterpillar, Inc.",customers
4,WILLIAMS CONTROLS INC,Navistar International Corporation,customers
5,WILLIAMS CONTROLS INC,Bendix Commercial Vehicle Systems,customers
6,WILLIAMS CONTROLS INC,NAFTA,customers
11,WILLIAMS CONTROLS INC,Geographic Information Geographic,customers
12,WILLIAMS CONTROLS INC,Company,customers
14,WILLIAMS CONTROLS INC,Company’s,customers
15,WILLIAMS CONTROLS INC,the Board of Directors,customers
0,WILLIAMS CONTROLS INC,NAFTA,Sells to
0,GENTHERM Inc,Electronics Gentherm,Supply
1,GENTHERM Inc,Gentherm,Supply
2,GENTHERM Inc,CCS,Supply
3,GENTHERM Inc,Company’s,Supply
4,GENTHERM Inc,Adient,Supply
7,GENTHERM Inc,I.G. Bauerhin GmbH,Supply
8,GENTHERM Inc,Kongsberg Automotive ASA,Supply
9,GENTHERM Inc,ElringKlinger AG,Supply
10,GENTHERM Inc,OEMS,Supply
11,GENTHERM Inc,Euro,Supply
12,GENTHERM Inc,the Hungarian Forint,Supply
13,GENTHERM Inc,the Ukrainian Hryvnia,Supply
14,GENTHERM Inc,the Mexican Peso,Supply
15,GENTHERM Inc,Revenues The Company,Supply
16,GENTHERM Inc,Company,Supply
18,GENTHERM Inc,Supplemental Pro Forma Information,Supply
0,GENTHERM Inc,MaximumMember,customers
1,GENTHERM Inc,MinimumMember,customers
3,GENTHERM Inc,CCS,customers
4,GENTHERM Inc,Bosch Automotive,customers
5,GENTHERM Inc,OEMS,customers
6,GENTHERM Inc,General Motors,customers
7,GENTHERM Inc,Gentherm,customers
8,GENTHERM Inc,Euro,customers
9,GENTHERM Inc,the Hungarian Forint,customers
10,GENTHERM Inc,the Ukrainian Hryvnia,customers
11,GENTHERM Inc,the Mexican Peso,customers
12,GENTHERM Inc,Germany Customer Service Center and Research and Development,customers
13,GENTHERM Inc,CSZ-IC,customers
14,GENTHERM Inc,GPT,customers
15,GENTHERM Inc,Stihler,customers
16,GENTHERM Inc,Company,customers
17,GENTHERM Inc,Revenues The Company,customers
18,GENTHERM Inc,LTA,customers
40,GENTHERM Inc,ASU,customers
0,GENTHERM Inc,Bosch Automotive,Sells to
0,GENTHERM Inc,OEMS,dependent on
1,GENTHERM Inc,FDA,dependent on
0,BORGWARNER INC,MaximumMember,Supply
1,BORGWARNER INC,BuildingMember,Supply
2,BORGWARNER INC,MinimumMember,Supply
5,BORGWARNER INC,the Securities and Exchange Commission,Supply
6,BORGWARNER INC,Company,Supply
7,BORGWARNER INC,BMW,Supply
8,BORGWARNER INC,Daimler,Supply
9,BORGWARNER INC,Fiat,Supply
10,BORGWARNER INC,Ford,Supply
11,BORGWARNER INC,General Motors,Supply
12,BORGWARNER INC,Hyundai,Supply
13,BORGWARNER INC,Jaguar Land Rover,Supply
14,BORGWARNER INC,Renault,Supply
15,BORGWARNER INC,Volkswagen,Supply
16,BORGWARNER INC,Volvo,Supply
17,BORGWARNER INC,Caterpillar,Supply
19,BORGWARNER INC,Navistar International,Supply
25,BORGWARNER INC,"Trailer, Components",Supply
26,BORGWARNER INC,"Meritor, Inc.",Supply
27,BORGWARNER INC,Global Head of Powertrain Systems and Advanced Engineering,Supply
28,BORGWARNER INC,OEM,Supply
35,BORGWARNER INC,Engineering,Supply
41,BORGWARNER INC,"Romeo Systems, Inc.",Supply
52,BORGWARNER INC,Supplementary Data,Supply
53,BORGWARNER INC,The Bank of New York Mellon Trust Company,Supply
55,BORGWARNER INC,the Company's Current Report on Form,Supply
56,BORGWARNER INC,Company and Deutsche Bank Trust Company Americas,Supply
0,BORGWARNER INC,LandMember,customers
2,BORGWARNER INC,BuildingMember,customers
3,BORGWARNER INC,EngineMember,customers
4,BORGWARNER INC,DrivetrainMember,customers
12,BORGWARNER INC,the Securities and Exchange Commission,customers
13,BORGWARNER INC,Company,customers
15,BORGWARNER INC,"Sevcon, Inc.",customers
16,BORGWARNER INC,Product Lines,customers
17,BORGWARNER INC,Company’s,customers
18,BORGWARNER INC,Ford,customers
19,BORGWARNER INC,Volkswagen,customers
21,BORGWARNER INC,OEM,customers
32,BORGWARNER INC,Fiat,customers
33,BORGWARNER INC,General Motors,customers
34,BORGWARNER INC,"the United Automobile, Aerospace and Agricultural Implement Workers of America",customers
38,BORGWARNER INC,LRP,customers
43,BORGWARNER INC,Engineering,customers
56,BORGWARNER INC,Sevcon,customers
60,BORGWARNER INC,Major Customers Consolidated,customers
0,BORGWARNER INC,Company’s,Sells to
1,BORGWARNER INC,Company,Sells to
2,BORGWARNER INC,Major Customers Consolidated,Sells to
3,BORGWARNER INC,Ford,Sells to
4,BORGWARNER INC,Volkswagen,Sells to
0,BORGWARNER INC,Company,dependent on
0,MNC Corp /DE/,Sharp,Supply
1,MNC Corp /DE/,RCA,Supply
2,MNC Corp /DE/,Sony,Supply
4,MNC Corp /DE/,General Electric,Supply
5,MNC Corp /DE/,KitchenAid,Supply
6,MNC Corp /DE/,Modern Maid,Supply
7,MNC Corp /DE/,Caterpillar,Supply
8,MNC Corp /DE/,Allison,Supply
9,MNC Corp /DE/,Ford,Supply
10,MNC Corp /DE/,Workhorse,Supply
11,MNC Corp /DE/,Company’s,Supply
12,MNC Corp /DE/,CCP,Supply
13,MNC Corp /DE/,Cummins Engine Company,Supply
14,MNC Corp /DE/,Company,Supply
23,MNC Corp /DE/,the Recreation Vehicle Industry Association,Supply
24,MNC Corp /DE/,RVIA,Supply
25,MNC Corp /DE/,Monaco Coach Corporation,Supply
26,MNC Corp /DE/,Research and Development Costs Research,Supply
0,MNC Corp /DE/,Company,customers
6,MNC Corp /DE/,Cummins Engine Company,customers
9,MNC Corp /DE/,Company’s,customers
14,MNC Corp /DE/,MFS,customers
15,MNC Corp /DE/,GECDF,customers
16,MNC Corp /DE/,GECF,customers
0,MNC Corp /DE/,Company’s,Sells to
