,source,target,relation,sentence
31,VISTEON CORP,Company,customers,"The Company also works with technology development partners, including customers, to develop technological capabilities and new products and applications."
32,VISTEON CORP,Company,customers,"Accordingly, the Company continues to take actions with its customers and suppliers to mitigate the impact of these inflationary pressures in the future."
33,VISTEON CORP,Company’s,customers,The automotive industry is cyclical and significant declines in the production levels of the Company’s major customers could reduce the Company’s sales and harm its profitability.
35,VISTEON CORP,Company’s,customers,Demand for the Company’s products is directly related to the automotive vehicle production of the Company’s major customers.   
36,VISTEON CORP,Company,customers,"As a result, the Company has experienced and may continue to experience reductions in orders from OEM customers in certain regions."
37,VISTEON CORP,OEM,customers,"As a result, the Company has experienced and may continue to experience reductions in orders from OEM customers in certain regions."
38,VISTEON CORP,Company,customers,"If the Company is not able to strengthen existing relationships, secure additional customers and develop market-relevant advanced driver assistance and autonomous vehicle technologies, it may fail to realize expected rates of return on these investments.  "
39,VISTEON CORP,Company,customers,"In order to increase sales in current markets and gain entry into new markets, the Company must innovate to maintain and improve existing products, including software, while successfully developing and introducing distinctive new and enhanced products that anticipate changing customer and consumer preferences and capitalize upon emerging software technologies."
40,VISTEON CORP,Company,customers,"Furthermore, these new technologies have also attracted increased competition from outside the traditional automotive industry, and any of these competitors may develop and introduce technologies that gain greater customer or consumer acceptance, which could adversely affect the future growth of the Company."
41,VISTEON CORP,OEM,customers,The OEM customers generally do not guarantee production volumes.
42,VISTEON CORP,Company,customers,"If actual production orders from its customers are not consistent with the projections  used by the Company in calculating the amount of its awarded business, the Company could realize substantially less revenue over the life of these projects than the  projected estimate."
44,VISTEON CORP,Company,customers,"Although the Company has purchase orders from many of its customers, these purchase orders generally provide for the supply of a customer’s annual requirements for a particular vehicle model and assembly plant, or in some cases, for the supply of a customer’s requirements for the life of a particular vehicle model, rather than for the purchase of a specific quantity of products.   "
45,VISTEON CORP,Company,customers,"In addition, it is possible that customers could elect to manufacture components internally that are currently produced by outside suppliers, such as the Company."
46,VISTEON CORP,Company,customers,"The Company has taken steps to reduce its operating costs and other actions to offset customer price reductions; however, price reductions have impacted the Company’s sales and profit margins and are expected to continue to do so in the future."
47,VISTEON CORP,Company,customers,"If the Company is unable to offset customer price reductions in the future through improved operating efficiencies, new manufacturing processes, sourcing alternatives and other cost-reduction initiatives, the Company’s results of operations and financial condition will likely be adversely affected."
48,VISTEON CORP,Company,customers,"If the Company were to experience a significant or prolonged shortage of critical components from any of its suppliers, particularly those who are sole sources, and could not procure the components from other sources, the Company would be unable to meet its production schedules for some of its key products or to ship such products to its customers in a timely fashion, which would adversely affect sales, margins and customer relations."
50,VISTEON CORP,Company,customers,The Company is highly dependent on Ford Motor Company and decreases in this customer’s vehicle production volumes would adversely affect the Company.
51,VISTEON CORP,Ford Motor Company,customers,The Company is highly dependent on Ford Motor Company and decreases in this customer’s vehicle production volumes would adversely affect the Company.
53,VISTEON CORP,Ford,customers,"Ford is one of the Company’s largest ultimate customers and accounted for 22% , 26% and 28% of sales in 2019 , 2018 and 2017 , respectively."
54,VISTEON CORP,Company’s,customers,"Ford is one of the Company’s largest ultimate customers and accounted for 22% , 26% and 28% of sales in 2019 , 2018 and 2017 , respectively."
55,VISTEON CORP,Company,customers,"In connection with the award of new business, the Company often obligates itself to deliver new products and services that are subject to its customers’ timing, performance and quality standards."
56,VISTEON CORP,Company,customers,"In addition, new program launches require a significant ramp up of costs; however, the sales related to these new programs generally are dependent upon the timing and success of the introduction of new vehicles by the Company's customers."
57,VISTEON CORP,Company,customers,The Company also derives significant revenue from countries outside the U.S. (including China) and significant intellectual property assets are licensed to joint ventures and customers in foreign jurisdictions.   
58,VISTEON CORP,Company,customers,"The Company relies on the accuracy, capacity and security of its information technology systems as well as those of its customers, suppliers, partners and service providers to conduct its business."
59,VISTEON CORP,Company,customers,"The Company may gain access to sensitive, confidential or personal data or information that is subject to privacy and security laws, regulations and customer-imposed controls."
62,VISTEON CORP,Company,customers,"At December 31, 2019 , the Company and its consolidated subsidiaries owned or leased approximately: • 30 corporate offices, technical and engineering centers and customer service centers in fourteen countries around the world, of which all were leased. • 14 Electronics manufacturing and/or assembly facilities in  Mexico, Portugal, Russia, Slovakia, Tunisia, India, Japan, China, Thailand and Brazil, of which 11 were leased and 3 were owned."
63,VISTEON CORP,Visteon’s,customers,"Customer Business Groups Sachin S. Lawande has been Visteon’s Chief Executive Officer, President and a director of the Company since June 29, 2015."
64,VISTEON CORP,Company,customers,"Customer Business Groups Sachin S. Lawande has been Visteon’s Chief Executive Officer, President and a director of the Company since June 29, 2015."
65,VISTEON CORP,Visteon’s,customers,"Robert R. Vallance has been Visteon’s Senior Vice President, Customer Business Groups since December 2016.  "
66,VISTEON CORP,Customer Business Groups,customers,"Robert R. Vallance has been Visteon’s Senior Vice President, Customer Business Groups since December 2016.  "
